e174_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e174_selection_sha256,e174_column_unseen_sha256,target_stratum,e174_calibration_sha256,heldout_donor_partition,perturbation_support_contexts_pretruth,excluded_all_e168_e170_e172_targets,selection_used_expression_effect_error_or_e173_outcome
211,R02,11,ENSG00000133704,IPO8,2,IPO8-1+IPO8-2,True,IPO8,True,True,IPO8,True,True,9ccd2ed62c733c180619710928425615d2b34b11068b9387a7bdec5f9469aef8,9e05ee4ff7fffc556bb18a3634195a1e381b2c1045176aabc89b3860ac393eb8,0d6ddcb4d3f579402e52a2de5a58d83a437d0a3259d8769654b8867741a4ba12,6731f30ec85dcd4c50339d858b5b0ce7d4be1d56402913e378ee5bb541db2994,DONOR_UNSEEN_ONLY,cf22654f4a373531162d284a215899568cc3f3f408d100c57ad23f43e784d6ad,EVALUATION_80PCT,6,True,False
212,R02,12,ENSG00000171606,ZNF274,2,ZNF274-1+ZNF274-2,True,ZNF274,True,True,ZNF274,True,True,75b75ccbe74aa755588393bbefedb3e0e7c60ad38a604da353c5018ae3618b51,3b76f93c4b4b308c14238874fcdf23979f09b261904eb5de46eed3789c30830d,0d7d0f4c89d852e9ad66cdefe0c03c9d7dec12c72a59d4c67ac401c16e629dd5,ddb68bca1d8376321ed3b95a1eb8e11f0dd1e4d18aa6b877ca93dd7de045b595,DONOR_UNSEEN_ONLY,ab2edc3c6357f89f6fb43ac65bb10d28066a28e50360acba7d75918d5095d2d3,EVALUATION_80PCT,6,True,False
213,R02,13,ENSG00000129472,RAB2B,2,RAB2B-1+RAB2B-2,True,RAB2B,True,True,RAB2B,True,True,d5797797e96b2eb68e311af224db5855c6415547e5dd4a4bc16d41f6dccfd5a7,b786f23c8e61d9026a04f3ac922d192ba1a32e97ebc041a387d4ccc58a1aa928,0d84a39679c98b38f80482c6aba24465b2e65cfbdba2a8236cb7d6cad946b637,87f7e45672b81f51a8f6d31a3bd7a59fc3692ad7dc1ec26095a02ba544aac65c,DONOR_UNSEEN_ONLY,533f88fc018e1ae56cb663169db17c4c90c6c3499ffe4db67bdd8bd35e9eaf17,EVALUATION_80PCT,6,True,False
214,R02,14,ENSG00000164430,CGAS,2,CGAS-1+CGAS-2,True,CGAS,True,True,CGAS,True,True,dc0935a476414a22e7c6bedd7f5e385ca9fa7008eff7d1becc7bd8093225f9b5,7e6d5b92bd331e7ed837a01a0cf8bf4fdeb879e1529aeed955db7d6edabcf32c,0d8662c13b0acbaeb5f0f56806cb89d493b6dd3f9e0799ac21aa88df1ebbb4f3,d2ac46de0b95bf6061c49e8cdacbb2131371822df595d96585f404cf694131bb,DONOR_UNSEEN_ONLY,4e73eade15c330483507722114fcf775983412d3196190bb4a62cfd7da6b75df,EVALUATION_80PCT,6,True,False
215,R02,15,ENSG00000135446,CDK4,2,CDK4-1+CDK4-2,True,CDK4,True,True,CDK4,True,True,0d8d5d653bfbde395196dbb322373653e2cc551aa12db1328908d4391debae23,b7db1e17debcb0eb2919f9d4bbc4c2f4334b11eac8551f2a8832f0dadf0f1c4d,0d93314a02fac5c4ace64068c07a80b0ab1d9f4868bd759e64134414cd6b739d,a3c4d164145baccbf7bd9c185639cb81e9626007c14c32f97e92684629ddbbff,DONOR_UNSEEN_ONLY,d11f7489c8cc07e776e5e85ad6949baec66e7352a65b5c9dcf94d656752812d1,EVALUATION_80PCT,6,True,False
216,R02,16,ENSG00000121644,DESI2,2,DESI2-1+DESI2-2,True,DESI2,True,True,DESI2,True,True,17c88e00e979a2cae60685c7b02bd0778bf51cc2be6f5eaf96e2605408ceb2dd,4a81e1a7add026ae0dadc42d0b608c152b1251781cd5d8168e06cd2530a20df6,0d9518cac08b0ec95685d2ce4d2912b45f85df891d71bb8d6d665bc33f1d1554,f9a32c39be68e8b7420d523085a988b56200e2810ca62c485a10962040688084,DONOR_UNSEEN_ONLY,f3d639adef94dafb2e900fae680fcdf810c43df0b62298e2a055601c464e4b35,EVALUATION_80PCT,6,True,False
217,R02,17,ENSG00000164403,SHROOM1,2,SHROOM1-1+SHROOM1-2,True,SHROOM1,True,True,SHROOM1,True,True,1de290a93b6f78ee1f9e16aff86b0b9658989eecb527e2fde58179e48f2e9a8b,5de1a03da72a5b23fca73148f12c6c91af27767eefd7bd852389412291d6f11e,0db80f46965058261f0220f51e1bbc1515266d031fd710dd1c3e2b7ea1d9c5ef,689fb3b13a92e5b9e436a68fe46eff09639e88f5bce994be7eb07e8e320b2a4f,DONOR_UNSEEN_ONLY,4a0bcc22cdef640224fe25dfa5516d7d8569d12d2cd2d973dd4ec0040dbd5c7e,EVALUATION_80PCT,6,True,False
218,R02,18,ENSG00000144741,SLC25A26,2,SLC25A26-1+SLC25A26-2,True,SLC25A26,True,True,SLC25A26,True,True,c4394ec3e5fa9e90941b910bb6b458e3532ad6907b85dc21eda572c6600c00b8,1604b6310bc628a9bbc91c2db29a582700485317a42afe46ede0b348c708afa8,0dba9a81c5556d75161d6204ea72b7b324f99c0997f8b360f0563c5bd09f931e,bacb8ae283407716d4292e25b18278a8d8eca12d4f61e3b2544e133666182dcb,DONOR_UNSEEN_ONLY,163b8e8e1b4af8a0667d18524b4e33d87badb1da0192e40a308e455626789417,CALIBRATION_20PCT,6,True,False
219,R02,19,ENSG00000112343,TRIM38,2,TRIM38-1+TRIM38-2,True,TRIM38,True,True,TRIM38,True,True,27e6d7b011b1891094cdc17475580cb48d5e40c1351a08fbd81c1bb5a1861df7,00d3defb255a841b9e979b00bd6948904cc3b8e24708967d3519298e9b23b5b0,0dbc11395a2fc61db134e7b0a226d79b14508e57943e36b080160b8983a2503f,5ab68d34dcd219a39ef2fd9aa275a8a55fc931a04575bd91e9ab6592633e41b5,DONOR_UNSEEN_ONLY,144e8ac4b2ef5754685e69c4ab1155f4ec64d9a8ab1150cdde0abab3ce6eedbb,CALIBRATION_20PCT,6,True,False
220,R02,20,ENSG00000130787,HIP1R,2,HIP1R-1+HIP1R-2,True,HIP1R,True,True,HIP1R,True,True,aa7b6d592d00deb0df15b89a579c1c6f12a1a9d1df911b135e1aa8ced9097e0a,a5e7c3fc0967346abec5d458128c25ca2d5321156a80609c49ab3b446da5f0db,0dbd6161ff63b125ebededb6850c36d7406913cc096da44270e40517a7cbe73a,210b6e3dd77a89a856a8dc804e9b12484c400f54fe43dfa939c50c1812f65d3d,COLUMN_UNSEEN,ff35a836c4766759ebc1e170fc56742eafd398654d1c847b484b841c0664b797,EVALUATION_80PCT,0,True,False
221,R02,21,ENSG00000093010,COMT,2,COMT-1+COMT-2,True,COMT,True,True,COMT,True,True,1b6ca048c4ba03f0f1d51ff09456ce1b2728a42617726ec80569beaffe389522,c6ff86b6461990547862a963097670e471db790720b0f21266f6d61947e4e4c2,0de52bc8660ca71006f61003f5a87297d216e0f3ab50a32850e1a42285e598a5,c9a6a208853e67666d6f40ad9fd11af856b9cc868100e2ea9fea859964f9efde,DONOR_UNSEEN_ONLY,e8f663c6a7f0b581c45637b55a7dba28d93c6b6b41082404f3aba50c51f1e99b,EVALUATION_80PCT,6,True,False
222,R02,22,ENSG00000133315,MACROD1,2,MACROD1-1+MACROD1-2,True,MACROD1,True,True,MACROD1,True,True,9d82fcfaf342ce1580bc3028425ac4fb1efe545ec5740a1e4fec33736cac5c8c,9cb0b870640f36735434ef5999f71702b098fe93d1f33697f32d7efccb93917f,0dec22b798444889ebaea120063c892b5b8bca71c26f27b02dfd484f3e782e12,2ef9a4b7af6689097578fecf8f8fcaf301919e218d2b569ac2f1fca1f83231a2,COLUMN_UNSEEN,4295d1a71999266c2da5b6d8efa6f98d1faee287f827f6764301394aaef23393,EVALUATION_80PCT,0,True,False
223,R02,23,ENSG00000187045,TMPRSS6,2,TMPRSS6-1+TMPRSS6-2,True,TMPRSS6,True,True,TMPRSS6,True,True,7dddefa0e21ee4d177f42e0adf61ed26c9ee595c231f8559bcfccaddea3daf28,66953407c936220b3af90ce081d264e252f1376217a4115af832388520523a21,0deffc95957e462740e57d5ee4b5403af992c1f9b2a1c232f4e723dffe51599c,2db26400d412d8671469b97012464049377d7f28fd2fb0776f53d2a0c712901b,COLUMN_UNSEEN,9de6b462d063a14a73af59d041a3617e9dc4e2f7d7e6cafbe3142be0de0d9bb3,EVALUATION_80PCT,0,True,False
224,R02,24,ENSG00000101193,GID8,2,GID8-1+GID8-2,True,GID8,True,True,GID8,True,True,b9cf414439fc7b29d2ea198c675c0006cb1628a81dbe5243c16768d906fd7199,33c9f72b62ea37593f395e2f4ab46fb9111c8fefe3f06c8628beb603f25117f2,0df069e853fb99c238b23f434eac948482ea349a848747596049f5098ee78ffa,dea4e8570da68ca9a08f2405bf250607fe3e358f5553a07656255473f8f413e3,DONOR_UNSEEN_ONLY,42da2b84f2edb0c2604ae7b0d28ee519119946d8c5d0d506aca1f7e543c4cba8,EVALUATION_80PCT,6,True,False
225,R02,25,ENSG00000151353,TMEM18,2,TMEM18-1+TMEM18-2,True,TMEM18,True,True,TMEM18,True,True,a49d6fa00e1834ead0e59d8de5efc0ef5645a0b1bf067a665dc4ce735da32c42,2dac2c74f8f4fcb26b8d4499726f215e2281859fde9429fff866097df3e8406a,0e0b2c801d3933dd145bf0945fa10550acf34bc2401977141d02c302ee40c5e9,002f642a2f07421d047bf166e64dc265599aeea695e574a728ad47c4724fab7d,COLUMN_UNSEEN,9885015dbaa9e39a084268b06bc256580f6aecfe8ab3ab404ca26c10c68cbebc,EVALUATION_80PCT,0,True,False
226,R02,26,ENSG00000163346,PBXIP1,2,PBXIP1-1+PBXIP1-2,True,PBXIP1,True,True,PBXIP1,True,True,f395beacbfa2c56b2bb0b7eebf2b315201c17a17567efb7a2a108a00cae24b30,c8f33b6db201e5e453f3822e27518bacc90f1321a0792fb45d58e3d12ad1adf8,0e36ec0c1cd5bdbb013298543a21d1ead1eab083d04cc1ce6eda0a76070c56bb,ff99fdb916152d140139253f84e7ae29e364af25f5f8b5dad2c5e8ef6a06b477,DONOR_UNSEEN_ONLY,c7b9b549c983004ef935da504083d21d42699fff0a3e3a422cba5bb157266102,EVALUATION_80PCT,6,True,False
227,R02,27,ENSG00000203883,SOX18,2,SOX18-1+SOX18-2,True,SOX18,True,True,SOX18,True,True,dd1c226761931e770949b15d1260d83f3aa3707e7a1d59b60288a0dd5e65d72d,2452ad5a39622b55cd17b62e5dc61f1d68bfde33d4fb47aec838bdbab52471fc,0e3ce2871fc77ca2b7c5b42f745c3bd704eb7b8b7fb2a80dfbdd20ef55944501,db3d2e298635da707360ff91e1486bfa003479ba810346c6a255a4cc6d1bdec4,DONOR_UNSEEN_ONLY,24c2a0103bd0025ed9b6cd2a54727459609ae7465f079270861fb332e4f20084,CALIBRATION_20PCT,6,True,False
228,R02,28,ENSG00000175105,ZNF654,2,ZNF654-1+ZNF654-2,True,ZNF654,True,True,ZNF654,True,True,10ac723dc3a1df19c1bdf4043b99605a094bad370a32d659420b0e5a3b3870d5,3bb314892b90a4b3f9e5bc7e1e7c612ffd642824c5469b78475995722b983a8c,0e5ba518b79c808e12bd8cc81bab6a5a5225ad65d74a3a678cea83f298b1962c,1004c9ca26041a79364d1ec98adb3023f68abaf756680be24679ba35fbfa8979,COLUMN_UNSEEN,299d372a9bcd8841b6bff41cf22e94924748bccbcd4fe5ed34ab3ac8454771e6,CALIBRATION_20PCT,0,True,False
229,R02,29,ENSG00000112576,CCND3,2,CCND3-1+CCND3-2,True,CCND3,True,True,CCND3,True,True,f3c644f06f1600f1a8f9808c579b9fa25c7fb7b2d78bb5c0eaf3e3ef9aa1bc00,a478f52ddad9f34a8428099b6b032ab2e5b78e439734b560e3b5be34527fe048,0e687dae5821d49ddf3ed97ec2df968c3ad319bef694e8d2eb79647669ead42e,49058ff5954286d8042975f09034dff3dda4944992bbdbc8238b0b47388d9b3b,DONOR_UNSEEN_ONLY,aa4e6193acf44d76f7b70ccf945ed7bba36f907e51a258ddbf4ea1dba55c72a5,EVALUATION_80PCT,6,True,False
230,R02,30,ENSG00000116679,IVNS1ABP,2,IVNS1ABP-1+IVNS1ABP-2,True,IVNS1ABP,True,True,IVNS1ABP,True,True,aee06f206e623e661cc8277b33b7366660bbf5d8b21b965ec0000bc97b03348f,7b7cc02b94632654eaf477148305371971ad12b5a98b7fdb586db9d602d1a752,0e6a08dc32a126391f61f1aa5a14e449a843a0b9b18ed62935c782a8e7a60775,8a35dea3c5a7ef83e9ddd4158251e42e482003d52db4849c7ca840c1049e2fa2,DONOR_UNSEEN_ONLY,57b5fe51d7b0ee8f526bc0a738b789a295751a5a32c7b149ef4d300a11203ceb,EVALUATION_80PCT,6,True,False
231,R02,31,ENSG00000144331,ZNF385B,2,ZNF385B-1+ZNF385B-2,True,ZNF385B,True,True,ZNF385B,True,True,27602877362724147bbb4503476367c425e680116be00a765bda75161be6dc75,3db1200b151a922a6be68ac96381d2c3d0a6f96d9849e243d91d7c4478a87ca8,0e91d84729b117c9efa1c524f37f356d9634d4214be6c6702255322838026829,2a67aa586ba78459abe797d7d4b8d839ae01323f142eedd990cb83e9026b0596,COLUMN_UNSEEN,c8ab76215947bb028f08ed4acdaca0944a79bb2c679781c19c72b23379741264,EVALUATION_80PCT,0,True,False
232,R02,32,ENSG00000242247,ARFGAP3,2,ARFGAP3-1+ARFGAP3-2,True,ARFGAP3,True,True,ARFGAP3,True,True,0cc334a3aa4e40ea926badebe1b4b49c66b6dddfa28597f09946a33cd2c4163c,0c4261ec4d35b58fbe46a698547a84affd87289ab97386e0f2625b0cacdc1e9b,0e9476ffbf03fe488f1dcd1e253d4fa06e111bbcb4136df89b3d6204baba3b56,096a114eb6fed17d0ac5356c88450895ae002746e6e64cc94ab21de8727d9313,COLUMN_UNSEEN,03a0ba1e1272e5069868259687b4dc9cca95ee5673e0825635086159d40e397f,CALIBRATION_20PCT,0,True,False
233,R02,33,ENSG00000101365,IDH3B,2,IDH3B-1+IDH3B-2,True,IDH3B,True,True,IDH3B,True,True,f90f9f0540c996f802dfbda0ca9af1202c8b00220aeb8e357bc4c9cf0bc6bd88,b6c2b629fcbeef2b09f4acb5dd303e59876da732d763e9001c0e04da1d9e0f0b,0eacb52c996b0dc5fa7e7f53811347101604de12e0721f2a0925a1894a449b4c,2705fe715ad731c0c4198ac3fb9a1a125d8ff00426dbeaf09e0ac6eb447c994e,COLUMN_UNSEEN,be6921603a74f726f9458e2123f24403b7a9b36ba5c99a6b849a500f03e4e140,EVALUATION_80PCT,0,True,False
234,R02,34,ENSG00000178199,ZC3H12D,2,ZC3H12D-1+ZC3H12D-2,True,ZC3H12D,True,True,ZC3H12D,True,True,d7663cfea0a738eef6adc243e8334845cb88b35127e004b3c71da0456dc392e2,17c7bd70ecfe54699512d6eae1ffec65f084cb1b892a4a825791a0945d7e7b53,0eb20cc9bb93a64a3f9c545f8ba1d805332abe207b6aa6aa9e0cd2e14e8f8872,d7b77104f386a4a7fc1135b01b62e71c276eadda1a03243bda40145999ff18e9,DONOR_UNSEEN_ONLY,a91a6ae2fcc74020b2a6300d6b50f49116956e0299c6b6d5031758a2ce3afbee,EVALUATION_80PCT,6,True,False
235,R02,35,ENSG00000177465,ACOT4,2,ACOT4-1+ACOT4-2,True,ACOT4,True,True,ACOT4,True,True,c0f83ae8f1f3ae6730fafc3adf07b3dd73dc2a24c44cf115951903f546e40f42,487299469cf5e71f777e444491b3e5387c17ad593269c251792717d661a7dde0,0ed7efdca5db5647649d067558180dc45a52d5afc604b95363c9ab08d9c1164d,3d1445d2f3b3a0de5beb6520da9d3305a502d8498f1d5432d2a857846aa639c2,DONOR_UNSEEN_ONLY,af550cf294f024930582321bfac8943d9b9b0d6c0a4ce3c66d4c788b9de88db6,EVALUATION_80PCT,6,True,False
236,R02,36,ENSG00000149346,SLX4IP,2,SLX4IP-1+SLX4IP-2,True,SLX4IP,True,True,SLX4IP,True,True,e14b0026a4f6868301de780ffad690ef6e927c655766b2d9f875d8be261925df,7764cfd4e860d1bc76906a059fb26e7b260abd685b3b94860595164115a89b1d,0f1c2a8990ec05afa72a562bc775b238aec80f0c1ba1605fa6bb986af099d2bb,f5699f52e08c55c02b077af84425e3854198bafbee07e77eda3049bb664bce12,DONOR_UNSEEN_ONLY,8908e872d031fbc2644ce00b26d6f2cd75337f6f06637c55bf19e334b3cbf611,EVALUATION_80PCT,6,True,False
237,R02,37,ENSG00000186687,LYRM7,2,LYRM7-1+LYRM7-2,True,LYRM7,True,True,LYRM7,True,True,6aeb78875d1baa395d7099ab17848a6c163504e540c9965286374014559a20f0,ba6ed27c82fb54a17811d130184218bf8552b70a5f484157aff6b374d38733d4,0f1edc6ee037c15f2f7e4e0240b9a8b092f70246a81efeb1f33c88c907d52292,8d42997d3dc35aa2b996af5bd7323447e46dade910033577ef75ef7d5a51b47d,DONOR_UNSEEN_ONLY,526aa74f7520007966a00baa31dee980edc1c8e9d58467a67ce1fb7f331cddc1,EVALUATION_80PCT,6,True,False
238,R02,38,ENSG00000176928,GCNT4,2,GCNT4-1+GCNT4-2,True,GCNT4,True,True,GCNT4,True,True,8925627c11870d1669cdc4e1a7ad71419506a7f029e34a997db8f0209113193f,1857cdd8ed88935d257525814139970148a02fc858aa7a02cb252881e6f8c61d,0f20b0956750a90a56614391dbaf1186ee26716328c209b0d5ddf9767476c991,d61a86097eec1d6d19774b25c9243b484e3f76f70b4013b4952692d2de341d95,DONOR_UNSEEN_ONLY,4edd8532a624fc128e515cbd0114422fa9fba3bde6c7ee0eb1a044e54c17e54c,EVALUATION_80PCT,6,True,False
239,R02,39,ENSG00000177192,PUS1,2,PUS1-1+PUS1-2,True,PUS1,True,True,PUS1,True,True,c60cd91633ed11d6937614756409734740ac93394d6a2176e31b1c6368aec711,5da9c642c9796abfb7528385e20ffb630335191827b190fe1db8cb9519fbb404,0f30ba6e286fe4d6df93d9ef12f72aa090d2e6ab4644fd90190db3ff3ee2ca0c,d860d9c97b17f86077f4802b18458ecdbbf7e7b43a6609cb3718b7ba3c612295,DONOR_UNSEEN_ONLY,abd830caedb45ec1344ab239955d2dfd744578366e73d96feb42921d096e6fb8,EVALUATION_80PCT,6,True,False
240,R02,40,ENSG00000122180,MYOG,2,MYOG-1+MYOG-2,True,MYOG,True,True,MYOG,True,True,3fd6e9fa22346cd91d369f1c0f7643114dd8a9a228bbfedbbfca538a5aca6c8a,85b027b32b09a5a9534d9063671d0c498ee98708c5e5de33a017652021fd9c03,0f3cc33c1b5c5d4ada00db67433a1ccd3bd0d95d50f77bff3653a0a789170aa9,5911f127759c9b4c780a61639f6f93cf347db6c1431473b2f9935014b3eab596,DONOR_UNSEEN_ONLY,b54db1fc64b337af227639b37a3502611946b40815dc2d361f5a4ef58028f168,EVALUATION_80PCT,6,True,False
241,R02,41,ENSG00000135218,CD36,2,CD36-1+CD36-2,True,CD36,True,True,CD36,True,True,cf01c1b13f8422c996a503907f1b54d18c06351db8379565d95f2ec82d668d06,e0d67441fbe69017628f853d4db0e6ebe304fae60c9673d65cc4e5a5ff6a78d4,0f4a4b0cc12a3e1e8ef6c5824a52e7017c33cce5e331bb391e9eb1f0d38e0978,21c46e2832ec78a763e6bf0e708081e14cc96120bc8ca06fba97a8f933a0d32a,COLUMN_UNSEEN,0e2e35ecf0e37db1edfdb3fc9ce3eb61656740c16f89c0555bde9c59d0b583b9,CALIBRATION_20PCT,0,True,False
242,R02,42,ENSG00000126860,EVI2A,2,EVI2A-1+EVI2A-2,True,EVI2A,True,True,EVI2A,True,True,0fc29b61a8e9d66b3b3b79fe3e25e99365251968c0e501da9f0f516ead1030dd,0ffbe8f2f16f030bad9f4f7a3b3e5ce631bf04a887aeeb9c15a97e8ef8e8ea2e,0f517fcd34575219b9196b9d63e0efb7ae739f50075e813ee2071d20cb8ca73c,164ce3ddd9d6a9fcec014c9805ef61d8186034c6ffb0688903c6c4d65032caf1,COLUMN_UNSEEN,dae056ef56ff98e27bdbd2f0cf8a6a66c66f058ed813850fdf7b2b7c81642c79,EVALUATION_80PCT,0,True,False
243,R02,43,ENSG00000111962,UST,2,UST-1+UST-2,True,UST,True,True,UST,True,True,c500da756ffdba8abcfa28d5284efbc9c559aae9570a19a6a92c89351baa0929,54f46a3dbedbc4967b36b9a10b017bd272a53086ebcd7b10103fdbaa3ecaac77,0f53631d2170a97da96c2b61c7119a88f6d2c6929219ba14ae3dbebaa08b55f4,363c10d9c0dc4f7dcca2e82e66a6a652e0496ff9e006eba4dbfbacd1ee75f2fc,DONOR_UNSEEN_ONLY,7d249446bbcaffd458b0de5460fb929a7a089641175e48b8faf4f7f6a795f47b,EVALUATION_80PCT,6,True,False
