panel_id,perturbed_gene_id,e189_perturbation_role,reserved_random_pair_donor,reserved_random_pair_state,candidate_train_context_order,selection_sha256
H04,ENSG00000099365,SEEN_PERTURBATION,CE0008162,Rest,CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0008162::Stim8hr|CE0008162::Stim48hr,35a6536c936bda64f9994787e021932f2c9dfda3dbdf3b9774d2fd8a10d8e0fd
H04,ENSG00000099875,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008162::Stim48hr|CE0008162::Rest|CE0008678::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr,b9bf4bafbc7a0249c9b9c36eef8cf74461031060d3327e2c41f4faf36dfe9f17
H04,ENSG00000100403,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008162::Stim48hr|CE0008162::Stim8hr|CE0008162::Rest|CE0008678::Rest|CE0008678::Stim48hr,f52525ee3d0e482768024852d6969098211b7839c4977c268f25562a886d3f18
H04,ENSG00000101162,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008162::Stim8hr,9cf929b0509667224e505e76d06037c1c5087fdbbcb4214fc4a29d5c126cc790
H04,ENSG00000102309,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim48hr|CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008162::Rest|CE0008678::Stim8hr,51b84a979bff1774e0c8a3f3f3602c4f0fadd2a00d386da872c5ea8b44dc2a70
H04,ENSG00000103091,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008162::Rest|CE0008678::Stim48hr|CE0008678::Rest|CE0008162::Stim8hr|CE0008678::Stim8hr,4c6d70be41d8e07cc110bad3b30ae7ff03a1a47ee05bbd00aac2bbbf08270868
H04,ENSG00000103184,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008162::Stim8hr|CE0008678::Rest|CE0008678::Stim48hr|CE0008162::Rest|CE0008678::Stim8hr,ba4c230a3fb836ca79c103f90bf19f07fe95b7def4ca25695245a5ad4debd372
H04,ENSG00000104524,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0008162::Rest|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008162::Stim48hr,d549be20e32edde22e7da2a1cedea83f3c90f9c8ce2fe303896f9eb179f0cd05
H04,ENSG00000105122,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Rest|CE0008162::Rest|CE0008162::Stim8hr|CE0008678::Stim48hr|CE0008162::Stim48hr,9dac45b692db35b070aabce7811daac331bf0e95646c340b949c42f120d025f0
H04,ENSG00000105393,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008162::Rest|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008678::Rest,42d65f5643a42f380143bf9bf950c1e796ad4a5b6a3c7930169063e607bd8762
H04,ENSG00000105499,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008162::Stim8hr|CE0008678::Rest|CE0008162::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr,dfa56471613d78d6fe8e69868ee7d1202fcdf606e7e6463126ebfa8506c4c2f4
H04,ENSG00000107779,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008678::Stim8hr|CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008678::Rest,7577f19fc57ed99c85d31e34ab5ef37d28046d65f88cd391536ce0819a674adc
H04,ENSG00000107816,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008162::Rest|CE0008162::Stim8hr|CE0008162::Stim48hr,43952b664ac3b40c5859669839e57d17d26f43926f279a4d13237d622b61a1dd
H04,ENSG00000109920,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008678::Rest|CE0008678::Stim48hr|CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008162::Rest,0f467cc05f84a5731ecffdfc68d931c0c30b77753d127b7cc1ca91bbb8153e77
H04,ENSG00000110013,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008162::Stim48hr|CE0008162::Rest|CE0008162::Stim8hr|CE0008678::Rest|CE0008678::Stim8hr,e96ca8b261cac6c9d0da2439d3599965b8bc10bb61a3b47b93e92438c6eda0ab
H04,ENSG00000110697,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008162::Stim48hr|CE0008678::Rest|CE0008162::Stim8hr|CE0008162::Rest|CE0008678::Stim8hr,b1b9c3b6cdcf4ade1950dfa4e80e29b641f07192f528b588835528f36db0db23
H04,ENSG00000111540,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Rest,7d9b0bc73979bf282e02bc8eeb68f631d0bae38068374337b5b006a85564ca99
H04,ENSG00000111642,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008678::Rest|CE0008678::Stim8hr|CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim48hr,1e9eb3db4b840690c08e08b0be2809d2cc632b557f49960cba0ddff3ea3778dd
H04,ENSG00000112367,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0008678::Stim48hr,b0d61ba3c6b36d66bc566671a91df7850d6374128cfc980c0fbf821914255629
H04,ENSG00000112936,SEEN_PERTURBATION,CE0008162,Rest,CE0008678::Stim8hr|CE0008162::Stim48hr|CE0008678::Rest|CE0008678::Stim48hr|CE0008162::Stim8hr,0e8eaff46b61f4679e267908e7b9a815f7d0d9132cd8344d6b9d0200cb415a1a
H04,ENSG00000113070,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008162::Stim8hr,51c6655fb772501e66df1398fbd341b3120f7a6af4dc4fba016d4e2dc9c72735
H04,ENSG00000113838,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Stim8hr|CE0008162::Rest|CE0008678::Stim48hr|CE0008162::Stim48hr|CE0008678::Stim8hr,c1106e094b8a5372a894f76b7372f4e1822406e6c5bd2ddc0e19aae8b0dc87f4
H04,ENSG00000115267,SEEN_PERTURBATION,CE0008162,Rest,CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008162::Stim48hr|CE0008678::Rest|CE0008678::Stim48hr,3590e606e7faa83b02072ceaa968491a6280b2f56ec662aaa3145cd3e7fd67fc
H04,ENSG00000115756,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Rest|CE0008162::Stim48hr|CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008678::Stim48hr,b7008fcf18826e4a2ad35c98aea07bbd223d2571911c5ecbfaa0f321ff855be6
H04,ENSG00000115993,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008162::Rest|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008678::Rest|CE0008162::Stim48hr,34700d9e0251ca0a220d9f5a57d0eebf967d81385a90144fa5fb293eb10414ee
H04,ENSG00000117054,SEEN_PERTURBATION,CE0008162,Rest,CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest,14feb7e3a75eddadf278b23e364eb970c401d26b5bfdce8c90804321ed5f3214
H04,ENSG00000119725,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008162::Stim8hr,edf82d6abe834c447abd8f318c95fa1627cf00b5a103da2aa010ef2800a3c435
H04,ENSG00000120708,SEEN_PERTURBATION,CE0008162,Rest,CE0008678::Stim48hr|CE0008678::Rest|CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008162::Stim48hr,de4efe359dac7a9f5e63f743a6ba40e53d83ea6d7a30782fc4a6824ceea81f52
H04,ENSG00000121879,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008162::Rest|CE0008162::Stim8hr|CE0008678::Rest|CE0008678::Stim48hr|CE0008678::Stim8hr,b24b5a48fafcf08e4c247dfd6dd135febc84fcb7a7352b46add4b193edec6bc6
H04,ENSG00000123609,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Rest|CE0008678::Stim48hr|CE0008162::Stim8hr,e3bd3eac53673c4427fc6faea92059912648cc82a8770e1124edf6cdc7e50cfd
H04,ENSG00000125846,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008162::Rest|CE0008678::Stim48hr|CE0008678::Rest|CE0008162::Stim48hr|CE0008678::Stim8hr,aaf363349d60abdbedf485fc3043bb0d6d4ac9b73a1847738010808ade4e380d
H04,ENSG00000126012,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008678::Rest|CE0008678::Stim8hr|CE0008162::Rest|CE0008162::Stim8hr|CE0008678::Stim48hr,0ee6b4fced07010f38ebc9aa73116f03ab98500b34a2a967642b512cabd6568f
H04,ENSG00000126353,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008678::Stim8hr|CE0008678::Rest|CE0008678::Stim48hr|CE0008162::Rest|CE0008162::Stim48hr,027731fc0da95b044c59c86a3bf11928f83a679cbdd2f34bae74b674fd8c1b70
H04,ENSG00000126698,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008162::Rest|CE0008162::Stim48hr|CE0008162::Stim8hr,dc137512d370161f83e2e6c818e2e8c3f0848df9fb2bcdaf84a0d8a31b30304a
H04,ENSG00000130775,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008162::Rest|CE0008678::Rest|CE0008678::Stim48hr,c189742de2c152d70b92f8fe896dd4c8dd9eb95a7407ce2d3f18048f8c0e03c0
H04,ENSG00000131791,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008678::Stim48hr,4986089ea7d961db5d390d388be87599a585efeba95009233b74e8cfc0d7b345
H04,ENSG00000132465,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest|CE0008162::Stim8hr|CE0008162::Rest,ec57c65591e42ff155a2a2312b4f5199df485a3a6939ad2a397b3f2b2bf7478c
H04,ENSG00000134460,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest|CE0008162::Stim48hr|CE0008162::Rest,dae7a59956694bbaab3aa42058a8b12af555f90754654043fa7f9742806e4059
H04,ENSG00000134627,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0008162::Rest|CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008678::Stim8hr,d171a1023547e9d5199bbdcc5e8e1cb91088e0ed831f5100126c34c8a4f962a1
H04,ENSG00000135245,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008162::Rest|CE0008678::Stim48hr|CE0008162::Stim48hr,579d4aab1c79a4a69b187bb0608c730621d0bea8f5d171cb6100602f4b995214
H04,ENSG00000135655,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008162::Rest|CE0008162::Stim8hr|CE0008678::Stim48hr,0bef2fa3eae71a490d591f5cb9bbc968a1c462f86f60511ddbd32611bc9d7dca
H04,ENSG00000135686,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008162::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008162::Stim48hr|CE0008678::Rest,b8b1b05b2af130e76902cde1bb474e7215e799ecd7c8dc0ee1903c250149362c
H04,ENSG00000135912,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008162::Stim48hr|CE0008678::Rest|CE0008162::Stim8hr|CE0008678::Stim48hr|CE0008162::Rest,2e6507e43839b13a9f4e7182960ae33a99ba172644dbed90bce73fb323f71c3f
H04,ENSG00000136098,SEEN_PERTURBATION,CE0008162,Rest,CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest|CE0008162::Stim8hr,e506067b9533bd2319e811b41066af1a9991257ad85cb3449cbb6daf7ff2f6a6
H04,ENSG00000136240,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Stim8hr|CE0008162::Rest|CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008678::Rest,bf3fe19a65856f0fe661bfe17789e74a849a6f5dd06e1f8737a79e379f269acf
H04,ENSG00000137343,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0008162::Stim48hr|CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008162::Rest,a8f68fc49af79a5f76e965d310180adc5321e87f0805de56fdc9807b1367a18b
H04,ENSG00000137804,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0008162::Rest|CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008162::Stim48hr,f801a48cec919cb961310d28483fbf6adc9d36776e6a312710b9ae0441b932f6
H04,ENSG00000138111,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0008162::Stim48hr|CE0008162::Rest|CE0008678::Stim48hr|CE0008162::Stim8hr,6c432c2964a24c20343b56764aab155dace5914747aa6bca4aaf20a6fff40de3
H04,ENSG00000138942,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008162::Stim8hr|CE0008678::Rest|CE0008678::Stim8hr|CE0008162::Stim48hr|CE0008162::Rest,03e6403ed710c24d600c8b7ee410698ca557d396e1d584a48cc511ded9a49b26
H04,ENSG00000139826,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008162::Stim48hr|CE0008162::Rest,1cdd322ab19ad4c8d840a759b1c87b9ff14be50410b8efce0012f36258e68531
H04,ENSG00000141376,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008162::Stim8hr|CE0008162::Rest|CE0008678::Rest|CE0008162::Stim48hr|CE0008678::Stim48hr,31507d8ec6d32cb592f2a19407d07b8bf4cfab496a6d891a48d6237e2943923e
H04,ENSG00000142669,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Rest|CE0008162::Stim48hr|CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008678::Stim48hr,e70131a7410864e79cd953f0433d7b2c482fdce96e9773929400ae8d8988e189
H04,ENSG00000143379,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008162::Stim8hr|CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008678::Rest,e11b997e9ed68db67e2786dc6fb250b374a3bb4f677407b915727d6a8fe7f46c
H04,ENSG00000143702,SEEN_PERTURBATION,CE0008162,Rest,CE0008678::Rest|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008162::Stim48hr|CE0008162::Stim8hr,e64f5f1cb3e73f40ba4b4d46ccfe97c91931ec157924978eceb34db4a36e52a9
H04,ENSG00000145331,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008162::Stim48hr|CE0008162::Rest,5bb93502351667d0acb5b5b7313cb8a4494d79fed118f2703e1938e39a53d291
H04,ENSG00000146834,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Rest|CE0008162::Stim8hr|CE0008678::Stim48hr|CE0008162::Rest|CE0008162::Stim48hr,0575184094b504fd0241072ba363c7505ecf07e8515a836fa415ada117a23332
H04,ENSG00000146859,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008678::Stim48hr|CE0008678::Rest|CE0008162::Rest|CE0008678::Stim8hr|CE0008162::Stim8hr,513f5dd09e38d56837a52c63d2828e244f831d9b9268305413d94bbb42c9afff
H04,ENSG00000148334,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Rest|CE0008162::Rest|CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008678::Stim48hr,c4427d1c563a7df9589dbf89388e801ab5fb4543d10ffe9813c6cb5ce9cc84c5
H04,ENSG00000148803,SEEN_PERTURBATION,CE0008162,Rest,CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008678::Rest,e51ec453ebc1c4315f9b8902403f374feef3f118c517db6c3bac529cb1d70027
H04,ENSG00000148840,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008162::Rest|CE0008678::Stim48hr|CE0008678::Stim8hr,f8cd63c669547cc6ea88ee9ea5cb011432eaa32e6400e4a870ed83cef167b07c
H04,ENSG00000149212,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008162::Stim8hr|CE0008678::Rest|CE0008162::Rest,09790b37c0923fd34419736fc8afa14931416a53797ff1e9d0cce2d0ad207182
H04,ENSG00000153250,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008162::Rest|CE0008162::Stim8hr,f1da0121e64223e24466fb5607cfbb8da11024b489d64e554300a06202faa684
H04,ENSG00000154945,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008162::Rest|CE0008678::Stim8hr,5992cc86ca2cbe3f18b1a83a021126902ef4b294a5ea20e2b9302c803e7ef67c
H04,ENSG00000155111,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008162::Rest|CE0008678::Rest|CE0008678::Stim8hr|CE0008162::Stim48hr|CE0008678::Stim48hr,1f77d30e42142fe9532c138472dd32ae22b37a064cb052b94669ca4c31dc9039
H04,ENSG00000155974,SEEN_PERTURBATION,CE0008162,Rest,CE0008162::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008678::Stim48hr,75d30d13bcd9cc47664311d96d8b4f3a06b8dd13109ea6c6f570fc110a5797e3
H04,ENSG00000156787,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008678::Stim8hr|CE0008678::Rest|CE0008678::Stim48hr|CE0008162::Stim8hr|CE0008162::Rest,cb8eeee72d313f6dcea0649f056fa03ed34fbf14189203169e22fa35d9f57e4c
H04,ENSG00000156860,SEEN_PERTURBATION,CE0008162,Rest,CE0008162::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008678::Stim48hr,2d31c09a28918831d1d47fcfe83d45555ee89112187cdf1693f0130a018d3646
H04,ENSG00000160703,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Stim8hr|CE0008162::Stim48hr|CE0008162::Stim8hr|CE0008678::Rest|CE0008162::Rest,ca984716252741b1389f0fa4d9f03cbc7d5a71403a10c0adc9d1856b9e0fe3f2
H04,ENSG00000162430,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008162::Stim8hr|CE0008678::Stim8hr,eaecb4632023d73228364dfe08912b6dfcf832b9fc17f38833ae75502037a38d
H04,ENSG00000165322,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008678::Rest|CE0008162::Rest|CE0008162::Stim8hr,3264e4f398c85db3351972e2beac2b99d7fc20b612ceb22ba9f2e6fc95b6fca3
H04,ENSG00000165985,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008162::Rest|CE0008678::Rest|CE0008678::Stim8hr,2f08e93e7e6086710141f8995c7ffc47fd460caab89f2e5445e1c712790db49a
H04,ENSG00000166965,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008678::Stim48hr,3ee880ce2ecbf9ac40e5d1e722b0ffd304b2bd017ad67ed76b36468c92861d48
H04,ENSG00000167553,SEEN_PERTURBATION,CE0008162,Rest,CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0008162::Stim48hr|CE0008162::Stim8hr,3a3dd45b5bb05ca39ee5567d7eef86f6f31c803787fa65cf5b9edbef6c7fb7f2
H04,ENSG00000168826,SEEN_PERTURBATION,CE0008162,Rest,CE0008162::Stim48hr|CE0008162::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr,f6ccb4569699393d6b47a10b3a9fea438ef55790c5ff670c281cbb83a5331ae2
H04,ENSG00000169752,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008162::Stim48hr|CE0008162::Stim8hr|CE0008678::Rest|CE0008678::Stim48hr|CE0008162::Rest,51d00a40c9df4989204d01d0c5ec8248026ca054e436d81c61516c636a94edb3
H04,ENSG00000170365,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008678::Rest|CE0008162::Rest|CE0008678::Stim48hr,0a95e4bbd46d2bf5427bf5790b04b3dd842e284fbee6e0d7051248dae0b7b97e
H04,ENSG00000170571,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim48hr|CE0008162::Rest|CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008162::Stim48hr,7bb19820114c40f797ae234cf5db86b672c696c6f11b9555aeca19606e9f32c3
H04,ENSG00000170615,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Rest|CE0008162::Rest|CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008678::Stim48hr,00357cbda02ceb8bba4b219e37c22693f7a70208d81cb63511ae4fcb3490c7c0
H04,ENSG00000172638,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008162::Stim48hr|CE0008678::Rest|CE0008162::Stim8hr|CE0008162::Rest|CE0008678::Stim8hr,f9eeee0db62c6759f55fc7cb8af86803afc9a37bbd37f11517edb1becf9d2205
H04,ENSG00000173404,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Stim48hr|CE0008162::Rest|CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008678::Rest,737d091f083cb5f303a6b6eb399aa214dffeb798e31904f165d2c877b00f2fba
H04,ENSG00000173930,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008678::Stim48hr|CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0008162::Rest,52cd309ba4e6bcb44ab132554715d3a830c4069bddb394e324f764add292fd46
