panel_id,perturbed_gene_id,e189_perturbation_role,reserved_random_pair_donor,reserved_random_pair_state,candidate_train_context_order,selection_sha256
H01,ENSG00000049769,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Stim48hr|CE0010866::Rest|CE0008678::Rest|CE0010866::Stim48hr|CE0010866::Stim8hr,48f3ad4078aa7205f3ef142c6ac224f03d4ca17c27875c298b6293031f87747a
H01,ENSG00000057757,SEEN_PERTURBATION,CE0008678,Rest,CE0010866::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr,1e30e30d728f96015174af913d63e8fb476e9499b319f0ad39e54be9795db11d
H01,ENSG00000064195,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Stim48hr|CE0008678::Rest|CE0010866::Stim48hr|CE0010866::Rest|CE0008678::Stim8hr,a26c3c24a0785c54b8a8ff3f0f6c25ddb6f41425423b9cbeaff1462cc7c1828f
H01,ENSG00000065717,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Stim48hr|CE0010866::Stim8hr|CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Rest,5d216da55b9b9f0305daeb12d34ebb3df350f4ee0fbf4e898f9540c81fd55295
H01,ENSG00000067992,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Rest|CE0010866::Stim8hr|CE0008678::Stim48hr,f36227e7a4672ec3630f894174c07909eb4acacb953fca6d5f140fd5301bf11c
H01,ENSG00000068383,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr,27ef86e5d8c3a3cdaa77748643cce6a1321113885e618422db199c45435bc305
H01,ENSG00000073910,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest,6921798250bcbe4aa84295bbee7302ddffa0fa63175df3b7d168466158df947f
H01,ENSG00000075303,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0010866::Stim8hr|CE0008678::Stim8hr|CE0010866::Rest|CE0008678::Rest|CE0010866::Stim48hr,1b2a0faec5ac07c032dbb124416645cb195c1a6a09fda6990f531d68bf7bcbd1
H01,ENSG00000081189,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Rest|CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Stim8hr|CE0008678::Stim48hr,8dee1a9ca27eaea64419ac0b343893469cc37c58d86e9cef657fb7668b5ac0ee
H01,ENSG00000091436,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0010866::Stim48hr|CE0008678::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr,5c3fd04431a24bb7904cf46ef1a234a6a6f2c01d8f55ce3ec1e270b5224843b0
H01,ENSG00000092871,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Stim48hr,11eefe504f0dcc9987d3e2dad1df4a56e7e9985a2efba8fdb1aa54135c7fe2dd
H01,ENSG00000097033,SEEN_PERTURBATION,CE0008678,Rest,CE0010866::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr,5c1c183e468e6c011a054e82be937074bdd35618479522d015a4d533c5870294
H01,ENSG00000101417,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Stim8hr|CE0008678::Stim48hr,241b23fd7169c11750b2ee596589670b7c7d00b08c883ffd6c5e5bfe6710e805
H01,ENSG00000105063,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Rest|CE0008678::Stim48hr|CE0010866::Stim8hr,e4ac38434e20f3bfac0885153ec6df532b1d08ffdf619a466fc427a7b6c57406
H01,ENSG00000105281,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Rest|CE0010866::Stim48hr|CE0010866::Stim8hr,35d5fa148b0e7fd32fbbb11da22165adc7f76aeddbff9feeda7c0d856dc24cb2
H01,ENSG00000106638,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest|CE0010866::Stim48hr|CE0010866::Rest,7bd38d4a0eb42005c11adc9493450deba2b91929a614ae88aa5d75a70d730287
H01,ENSG00000107758,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Stim8hr|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0010866::Rest|CE0008678::Rest,b270fbfeea0335d105186cb14e595ee5d819a2b9c6ddb26343c4bfa2b9a56829
H01,ENSG00000107796,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim48hr|CE0010866::Stim8hr|CE0008678::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr,3037365ec3aa0477b84d276a8134766f0e2963a585314fc7e3069757cc2727b1
H01,ENSG00000108100,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Rest|CE0010866::Rest|CE0010866::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim48hr,b8643249189eb9eb51c927fd363827433ad3736bf2fdf1db49abe7207f4b4a9f
H01,ENSG00000110422,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim48hr|CE0010866::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr|CE0008678::Stim8hr,6bf681ab04104418f36507fd5ef1294d5fd0f24b5d5b095a065d49ad74bb1aa7
H01,ENSG00000111752,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Stim8hr|CE0008678::Rest|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0010866::Rest,13f19d2bcebca264aea62ef04748522e00c4f9b7cfdb18ca4f59c29b1535967b
H01,ENSG00000111911,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim48hr|CE0008678::Stim8hr|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest,bb938bc07b54cb4bbe0a21d425e7f6a874735302d68fc1e7f82870bf49364340
H01,ENSG00000114446,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest,32618d186cb7bc60033f20c5027006fb4440081218377ae64ad7c49e395bdb55
H01,ENSG00000114450,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest,b734d8234fefe1da25d7e0b9f1dc2b25d0c1ed662f28e4da930519ba3b65ad23
H01,ENSG00000115295,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Stim8hr|CE0008678::Stim8hr|CE0010866::Rest|CE0008678::Rest|CE0008678::Stim48hr,1006f0fb52d26d21f4e9ae027e6361cf05abeedd229d9a4086f3a649771fabb4
H01,ENSG00000115548,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Stim48hr|CE0008678::Stim8hr|CE0010866::Stim48hr|CE0008678::Rest|CE0010866::Rest,d4f695485e7afdeeaf97c8d064eafadb86fc141a023e2e792a44a36b9b0a7770
H01,ENSG00000115604,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim8hr|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Stim48hr,606c4627e3362e0119bcde476b480e28b2d5b8b2bdd79c4229fde6cb794c55cd
H01,ENSG00000116791,SEEN_PERTURBATION,CE0008678,Rest,CE0010866::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr,1b35b614852d2ca712629dc492968a2b5f5872c6f8e76914627a1041c596e0c3
H01,ENSG00000119844,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Rest|CE0010866::Rest|CE0010866::Stim48hr|CE0008678::Stim48hr|CE0008678::Stim8hr,d2644ca99c21671134841279a70bad473978a2f93a5ed26b9c8367946986725b
H01,ENSG00000121904,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Rest|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest,bacfcbd450f136dd889ed787ea13620b75e9a0d7a1963b676bfbf98ae9cedb9d
H01,ENSG00000124882,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim8hr|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Stim48hr,365fa5fc417f09928ade5fdc2e8cbd7710b3f13abbde1af6f5773bd6194f9c42
H01,ENSG00000125730,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Rest|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest,4eefd01be232c884dcba778892ffb20efed103906d7689420d130cb1d1682fd0
H01,ENSG00000126522,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0010866::Stim8hr|CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Rest|CE0010866::Stim48hr,3611d0318f9e7b332d02146fecc1c68b1140cd0b35ce61f710de4a248f322a40
H01,ENSG00000127483,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0010866::Rest|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0008678::Stim48hr,b4b294d411ddeb36acb4ccb90ee89bbfaaa7903a72f677ece7218d2fb8b77cf9
H01,ENSG00000127540,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Rest|CE0008678::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Stim8hr,71dd7a82514258213566ac014db5a717529feb000956e4e7cf02b01408f4e52a
H01,ENSG00000129071,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0008678::Stim48hr|CE0010866::Rest,3f52247f0d9610dae52b23e1ac071ba5a7a21fda90e6151a53a9161b6ee9e50e
H01,ENSG00000129219,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Stim8hr|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0010866::Rest|CE0008678::Rest,4d17e9929a55e5f86df419321a9623c9601d216ab4b6836041990e7927d3b020
H01,ENSG00000131873,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0010866::Stim8hr|CE0010866::Rest|CE0008678::Stim48hr|CE0008678::Rest|CE0010866::Stim48hr,9e1247d70600f8302ef2283d8d7bd574400bf9d4befa517b8246c5b223c78019
H01,ENSG00000133805,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Rest|CE0008678::Stim48hr|CE0010866::Rest|CE0008678::Stim8hr|CE0010866::Stim48hr,02a3152240f38ea564acc2f1e9682596be786a2a89b5d8f4ff871376c5100a54
H01,ENSG00000135374,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim48hr|CE0010866::Rest|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0008678::Stim8hr,b8c84615d2f56bc7869410f6f41141caec2adc3b871c0ca76d3dfa2a2660881d
H01,ENSG00000135482,SEEN_PERTURBATION,CE0008678,Rest,CE0010866::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0008678::Stim8hr|CE0010866::Rest,f2956aac84f30c50adf8f86db87e4bb717fa85d2c20865e792e7ad81430ed22e
H01,ENSG00000135709,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Rest,c93701ce94dcd18ecf40a657660032cf02e9e88c9d8a923aedc85d4d44d700e4
H01,ENSG00000135905,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Stim8hr|CE0010866::Rest|CE0008678::Stim48hr,a50d2d5691904729c26a405e5df412221e3e337355bba57035ac5a39870f6b2d
H01,ENSG00000136935,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Stim48hr|CE0008678::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Rest,4cea510efa0be90485ff39575087f68b4b20d6af43293aad1af37a9c0a3a0b4a
H01,ENSG00000137198,SEEN_PERTURBATION,CE0010866,Rest,CE0008678::Rest|CE0010866::Stim8hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim48hr,382f581644f798576849e80d5cf3159a92c6869d33330205ea719038f35fe897
H01,ENSG00000137841,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0008678::Rest,1fbd095a36142c66583dd69c98026de100da422ba227d537df1366256c016386
H01,ENSG00000137942,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Rest|CE0010866::Stim8hr|CE0010866::Rest|CE0008678::Stim48hr|CE0008678::Stim8hr,bbc3a80e98c0b06d3bca57363a264888da785323c8922a8a749eec79a25c22ab
H01,ENSG00000138135,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0010866::Rest|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0008678::Rest|CE0008678::Stim48hr,f860cb6813b44ff368c43db265342e5863049ccaf1eb11073cdc7b4b9883a4aa
H01,ENSG00000138193,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Stim8hr|CE0010866::Rest|CE0010866::Stim48hr|CE0008678::Rest|CE0010866::Stim8hr,6418a84ada30aecb551288c9766c0801e0a39348953ac46f5992ce090493890d
H01,ENSG00000138594,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Stim48hr|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0008678::Rest|CE0010866::Rest,28306d8d5a2beba4a649b1d0ce3794a5192c121f4c6038878f43a9c9c3102a03
H01,ENSG00000140262,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0010866::Stim48hr|CE0010866::Stim8hr|CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Rest,661095626b86cbc1be80f5780d2970a4a93d3c59cc514d14917deeb3e3aa6bb8
H01,ENSG00000140368,SEEN_PERTURBATION,CE0008678,Rest,CE0010866::Stim48hr|CE0008678::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest|CE0008678::Stim8hr,c7e14bdcec292da4c683c714b7c86596cc4974c1202af94b33e59325dde44130
H01,ENSG00000141258,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Rest|CE0010866::Stim48hr|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest,77060adb079e6bbac70adc6519195f00ef3af060bf454b89f042b2967da90ff6
H01,ENSG00000141499,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Rest|CE0010866::Rest|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0008678::Stim8hr,4ffe512c41dcb8ea25e8e9ffdcf3feabd9fc42a5d011c41ef6bc82e8bbe57623
H01,ENSG00000142945,SEEN_PERTURBATION,CE0010866,Rest,CE0008678::Rest|CE0010866::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim8hr,a2f34464aecab030c9ba6303eab07a660f2421d60365013f8771345dde0c1c37
H01,ENSG00000143862,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim8hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest|CE0010866::Stim48hr,bcd37755e3e95f9d7cc83c54393410157276229f34a6e40d51a5dea39b31ad44
H01,ENSG00000146243,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0010866::Stim48hr|CE0010866::Rest|CE0008678::Stim48hr|CE0010866::Stim8hr|CE0008678::Rest,368217d39248295cc0fec91acf021a9264e477ae4fbc5d901a116eee3d527115
H01,ENSG00000146904,SEEN_PERTURBATION,CE0010866,Rest,CE0008678::Rest|CE0010866::Stim8hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim48hr,93ab7015ae54d795b08b7f16a31b63054699c78acc038927736fcd4f79d90a81
H01,ENSG00000148384,SEEN_PERTURBATION,CE0008678,Rest,CE0010866::Stim8hr|CE0010866::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Rest,9345b3e12a41e8aac21b8d2ae51efe478ceac93edc6bbb6c3f90572af4e47df2
H01,ENSG00000148943,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Rest|CE0008678::Stim48hr|CE0010866::Rest|CE0008678::Stim8hr|CE0010866::Stim8hr,b2a0f620b7b6c59e087cc57c3511b719305f6e7204c1ad72ee1dd6857a62a7aa
H01,ENSG00000149196,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Rest|CE0008678::Rest,a7ff7c17cc403c2e86b6a02ae9138838e152c8447174c42925929a1e4a3450ac
H01,ENSG00000155016,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest,44c3097a998b86abd6bbaad9b648ce1394c3df9e3a620bf35986cf4f8185eec1
H01,ENSG00000156170,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Stim48hr|CE0008678::Rest|CE0010866::Rest|CE0010866::Stim8hr|CE0008678::Stim8hr,7cb7d662c4b9a8e937e83dc251021d786fb478287babea057c11940d4fe468d7
H01,ENSG00000157764,SEEN_PERTURBATION,CE0010866,Rest,CE0008678::Rest|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0008678::Stim8hr,e7ffb3c1977eb514770ce5fed1ac262cd930bb114e2982c62778a407ef9e02b4
H01,ENSG00000158062,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0010866::Stim8hr|CE0008678::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest,b2eb1bd7456c9b4109aa6fa6d40e44a6a394245678b3fa42c59946c9aee3d465
H01,ENSG00000159339,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0010866::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Rest|CE0010866::Stim8hr,ab80c75a13ee5d16a497b64b4a952e59b92dba002ada88e546374d013511bb81
H01,ENSG00000159917,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Rest|CE0008678::Stim8hr|CE0010866::Stim48hr|CE0008678::Rest|CE0008678::Stim48hr,22331893880c66c21f78697a8e9728f45802f9d726433b0374afaa19840295e1
H01,ENSG00000160014,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0010866::Stim8hr|CE0008678::Rest|CE0010866::Stim48hr|CE0008678::Stim48hr|CE0010866::Rest,fd0ae5a3c2f71738138c0f3e34746309e9a0868c009dccdb37e948de66c37204
H01,ENSG00000160791,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Rest|CE0008678::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr|CE0010866::Stim48hr,b897c43c2c5f50ad8037be163ee6af2c3c8d5dd2b302ccc64471193b16c69eb4
H01,ENSG00000162783,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim48hr|CE0008678::Rest|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0010866::Stim8hr,0f9c68e648ee021bd4b8cf33ede7136c3ec5a93b28e2061e4c7690251d946619
H01,ENSG00000162885,SEEN_PERTURBATION,CE0010866,Rest,CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Stim8hr|CE0010866::Stim48hr,afd39a2283b30c0d28a3e8f1a28d67a8702ae5126fac6ae6045db7fd4f3f0d4c
H01,ENSG00000163806,SEEN_PERTURBATION,CE0010866,Rest,CE0008678::Stim8hr|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0008678::Rest|CE0008678::Stim48hr,2ff8874400819001fd788b0c31d6415d8c8c9a3df7d66008f531f8a4a2cae94d
H01,ENSG00000164484,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Stim48hr|CE0010866::Stim8hr|CE0008678::Rest|CE0010866::Rest|CE0008678::Stim8hr,cc27c4ccfaa8ba758e60ad1870c98b42a453bb916b501e2bd1b66a3435c72267
H01,ENSG00000165813,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0010866::Stim48hr|CE0008678::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr,3cafe27270b852c3ab7bc5d559b411e7b0035729249b9d215d976bef67ee9aa6
H01,ENSG00000166532,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Rest|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr,9fdcc9748db786f20d2f6c2efb9738239c3cb73abf5007a666fe4a5b18374cd8
H01,ENSG00000167112,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest|CE0010866::Stim8hr,9b43598cf74c61495d1e79442908f30c349e18883e9cf9f7a4b312d24d3647bf
H01,ENSG00000167371,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0010866::Stim48hr|CE0010866::Rest|CE0008678::Rest|CE0010866::Stim8hr|CE0008678::Stim48hr,3c6a89ed4b4e896c5a4d71075d50d2aa3ca483ab2967e26825fe9a0b2023c86d
H01,ENSG00000167625,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr|CE0008678::Stim48hr,3a4cc6e83e95730e073dbd6162219a11487c3375defd02e61150677a3c4d5389
H01,ENSG00000168275,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Rest|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest|CE0008678::Stim48hr,b4b056d47b810678279fccd987a8795e2597dac24bf9dec46966fefda5db1e0f
H01,ENSG00000169442,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0010866::Stim8hr|CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Rest|CE0010866::Stim48hr,52af3b1af2c4c506b744f00397f86a673f7d1bf3da954ccff6866e24974e4229
H01,ENSG00000170275,SEEN_PERTURBATION,CE0010866,Rest,CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Stim8hr|CE0010866::Stim48hr,c74f4eb61e9fded13ef52dba8a2be91a0a52d6412b2494215ff49191cee9c19a
H01,ENSG00000170345,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim8hr|CE0008678::Rest,4cb0d1b415a479566b193ff5784cd1f84f470d97a5301a845c7feacd6acef577
H01,ENSG00000170946,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0008678::Stim48hr|CE0010866::Rest,f14a8ead9e39e1f333623c83e56b560781bb0aab09afe0a79f1dd2e2b2b8da67
H01,ENSG00000171488,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0010866::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest,92934b7b76d688150ef3f116f5483bf5efe6b073c9f21513be7ee6c56f1bd6c7
H01,ENSG00000171853,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0010866::Rest|CE0010866::Stim48hr|CE0008678::Stim48hr|CE0010866::Stim8hr,0e3fddc5f6c81a2ac57383c38c98b796166ee9dba5d7aa4f67af4047c2086fec
H01,ENSG00000171953,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0008678::Stim8hr|CE0010866::Rest,ec25e9051a00fcd3d51fb533aed64ce50b97e747d1729474e2ae2ddcaf91ca5d
H01,ENSG00000172270,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr,1c54f9b5c15998c2bd35c50238718b52a531dfb8fb1f3daa4c28fd91b5e5f07a
H01,ENSG00000174485,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Stim8hr|CE0010866::Stim8hr|CE0008678::Rest|CE0010866::Rest|CE0008678::Stim48hr,017be3d4774ea466269a0f7c5ba1e0c0c381d1e67736b4ba978037d0a94bfcb8
H01,ENSG00000176014,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Stim48hr|CE0010866::Rest|CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Stim48hr,9213672d85031444835c02bb151e2ec90d91d7496e912625d9d3b8e19e29d92d
