e174_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e174_selection_sha256,e174_column_unseen_sha256,target_stratum,e174_calibration_sha256,heldout_donor_partition,perturbation_support_contexts_pretruth,excluded_all_e168_e170_e172_targets,selection_used_expression_effect_error_or_e173_outcome
611,R04,11,ENSG00000176463,SLCO3A1,2,SLCO3A1-1+SLCO3A1-2,True,SLCO3A1,True,True,SLCO3A1,True,True,0cef8f756320d6a5d74aa246f02461067e980f8066b1f49b2d702d7cb84ed2d4,72824067558f4bc1b96f3f016f1faf2685730d98d43c52182849dcd9bb8a91b8,29260a9d800fcdb13e59b7ff72b5883a80a195576f551ab26e1bba3c2c1e3e69,a6ac4fcaabeca6584e17a2e54609beed32c4fec992f23214e2b4b042ccfab4c3,DONOR_UNSEEN_ONLY,b75926c703ce5fcf95999ac825d27a48c394386acf32e3116ea1eceab565b526,EVALUATION_80PCT,6,True,False
612,R04,12,ENSG00000143157,POGK,2,POGK-1+POGK-2,True,POGK,True,True,POGK,True,True,fa23d1a7d8bb7bf9400ea0ad13f72a7ed252ba0baf127dae333e4492794f27d5,4bf2a648a4fbdd2e34c8187d8f201d0f48b737d3701b2aab1397ee00f8aed75b,2945d1f26d9d2d2ef38b6fec4c698a6794d5ad74d92328c7460af92de7c83e98,f630135ffaab88221fde5e8422a7865afe0bcb8d188c6b774e8b54022cdd3ea9,DONOR_UNSEEN_ONLY,f6006532c362beea873ed060e9ad625092e19beec464c0ef45580a873b618d74,EVALUATION_80PCT,6,True,False
613,R04,13,ENSG00000102921,N4BP1,2,N4BP1-1+N4BP1-2,True,N4BP1,True,True,N4BP1,True,True,5776ad36cdb6d02b3c65f4718d2c42141fde8c1b8ebac1111be0ae73541005a5,2bb6746bedc176da50e4f9053d26d4bfcabc47a7dddb89e90f4e49a3e36e8238,2945ff265d4f9b710460421c4da0b2a1e70231d93c806f4fe2ae03e15bcb708c,7a24fcb5e7a8b0d67c1772a9d02bd5c65f5c00329586a2ab76c6e7d8b8cb2049,DONOR_UNSEEN_ONLY,4f35c5505e0b17b3c4d9c1098fe289445995b8e7decb4ff3a8412dac1b5b0fac,EVALUATION_80PCT,6,True,False
614,R04,14,ENSG00000113263,ITK,2,ITK-1+ITK-2,True,ITK,True,True,ITK,True,True,cf007a759bf0f40291b07417f795d57b60f94760d02ba35742d5940fe182f371,aed818bd1fbda50431fcb04a3a64958445e648186e7735a60e7fe7244f777600,295812e9dd7198d5b7534acefc645d7a603084e131bffb3e940c23946643c0a7,48b8911da381bb97390ace1bbaced3be8b10fdf734ceae83374a38c1d332950b,DONOR_UNSEEN_ONLY,c2acf5f59667d0929649b18942c5fe7a9d78f6db4e85ad423e2a68fe51f89e63,EVALUATION_80PCT,6,True,False
615,R04,15,ENSG00000115607,IL18RAP,2,IL18RAP-1+IL18RAP-2,True,IL18RAP,True,True,IL18RAP,True,True,65f3bf3c9fa33f24ba08d6881b686db9986eca1962d6b7b53ddaa592d0e7aec1,902d358896124fcd7cbec0ebb42455983a2a45d5d0d097ee2f216c018edf352a,297464ee11b963d67a03a593c24fab6ad7ae21288a73efe8a965030706c96e06,65d1c5c4c5a5d16a4089c0adf188866344e0ba2bad4d16d961552de10438c27d,DONOR_UNSEEN_ONLY,76add2f7dd1b0ba0e457d2e4e23eb468946523696bf36264e511d46befd161ce,EVALUATION_80PCT,6,True,False
616,R04,16,ENSG00000134278,SPIRE1,2,SPIRE1-1+SPIRE1-2,True,SPIRE1,True,True,SPIRE1,True,True,40866180fac4283084de8ee30cf15771f97f3d535e7d3f12fcfb95be3992dc56,1edb0b60844135220f8f06da09c26dbf5c630955b41667794e1cb2a95fbd10f0,29c503c20da57dd835753751d04e8e7bf138344363c786959daf3c753f0881cc,82f7fc7dbb9b14430d1f54649e762e5aa39e246288fe18d27536e0d8486ca75d,DONOR_UNSEEN_ONLY,dbab2c933b0929afa56994c21359743622cff01baea7de19bfb501178c727004,EVALUATION_80PCT,6,True,False
617,R04,17,ENSG00000121067,SPOP,2,SPOP-1+SPOP-2,True,SPOP,True,True,SPOP,True,True,ac1db18d1745a6c40dc6a23fb47872bd2f556dc1e686727f1f0ec6ee25e472ca,23d9f1c3da01d1cbcf828fd6f4ff4ce28130b6230b3da956fd34d15478f7a0ff,29d0a0a95433bf8e23f72323e8035e0b71db33971c9881d2352eb96f5cb05f6d,5b2404061de3e25c0988857853557f896138196252985e5eb58e35e851b22a26,DONOR_UNSEEN_ONLY,1ba14d8e54a658801ad985e46e433f7b7c34d8291dfaa1f3fca0686b1250b103,CALIBRATION_20PCT,6,True,False
618,R04,18,ENSG00000106038,EVX1,2,EVX1-1+EVX1-2,True,EVX1,True,True,EVX1,True,True,db0f2c077595d7a5edbf8f4f9aa35d15615be3fb0f4893d8804c2599e1cfe354,4e5afaeb2f7da5454dadee1d6e96feb1f93bcb8512b4790341ed487ea54c5f79,29e823655237aac2c09c0276b4e0828b3da5ea88505731b939ec1580743598e3,bf721dd22acb1f00e1140c1062b3ecddafb679a309f0d0857a5e173ee47ef16b,DONOR_UNSEEN_ONLY,d0e8c33ef6d31f6f8583800918ae9fe8c3a63ce63040f984d1362178d8202e44,EVALUATION_80PCT,6,True,False
619,R04,19,ENSG00000139726,DENR,2,DENR-1+DENR-2,True,DENR,True,True,DENR,True,True,72bb7065f701754dc73b9a0c32556d9872b2eff42bb88f216123549a44eb9cde,25fa4af59052026281671d1a00c1cbaa2cd37326c11040ee1e43f86dd74ca6cf,29fbb2ee968351932c8b373496d329f0ad9094459c8240b666809b08d7e072b1,df2a61f7c2632073e422828a20e5b86ce34cfdbe2bf5c83df7aa57822fb4c627,DONOR_UNSEEN_ONLY,6cf078385c942a8e99e8e467b6058ef99558037c1b7131fd1200619e179d7986,EVALUATION_80PCT,6,True,False
620,R04,20,ENSG00000126759,CFP,2,CFP-1+CFP-2,True,CFP,True,True,CFP,True,True,d327196c5278d399d81aaa5fff4de9d33a9f9c4d7c6f7fde5e23250395fb596d,bfba359f0eb59d7261d5ae1e686e94dc5e827d627d3e235af64ee7a5f49ae27d,2a0243b0d7b1a0a40905ff63a553ae356368ba933c399f24d89c0f22f58c0894,9d381137e1e2f264303545b1daa1c5d1a164292e71a3c90d34a5788b079248b7,DONOR_UNSEEN_ONLY,bfe7903e0c3320c9c2ea787b92b05afb2de0ed8b70a2571df38c4488922e4ed1,EVALUATION_80PCT,6,True,False
621,R04,21,ENSG00000099992,TBC1D10A,2,TBC1D10A-1+TBC1D10A-2,True,TBC1D10A,True,True,TBC1D10A,True,True,189907be75bde8434fc016bf8e9029385e9eab14046a432018267ef22e1ffb77,906cc5d72f82bda01b337692820e083f8777f0b1defea38a570937a6d71e12c6,2a3760794d35229cf6dd348e940b478e7204f83a3da65024061ea6094617547e,6bff7ee65f4d4cc75f68a5b6b59b5d07012c24091fd6ab9228254cecda3e1748,DONOR_UNSEEN_ONLY,d3ede9ef2de428b90ea503a042af5ee21febbad353926a8922c5e7c2e8ad9167,EVALUATION_80PCT,6,True,False
622,R04,22,ENSG00000196455,PIK3R4,2,PIK3R4-1+PIK3R4-2,True,PIK3R4,True,True,PIK3R4,True,True,e2de4afc4222ec55fd1198ae652fa9d3f3046867dc9ac02a045d40fa31087640,c40b870113d1b7c9329b4264cc581fad3e5bedbaf30e54289daad165063e13c0,2a3ea4d35e827526ceacbc54e1480bf8593652b976f298eb38928eb1a15cc70d,3af3a9662336e9424b6a569c73ab99cf3a21ec2114c4a4ac09a6d75be9e48a71,DONOR_UNSEEN_ONLY,1829ff29c4b6dd8109d9444f3362a9c7f6e6ec28b862f5547b6df424b5acf614,CALIBRATION_20PCT,6,True,False
623,R04,23,ENSG00000170430,MGMT,2,MGMT-1+MGMT-2,True,MGMT,True,True,MGMT,True,True,e9b5862fa413c00d10449037c243049ca03b13ae2bc645c58f235c53094d10d7,052d334e403732da7ce6b9a71a1df0b2a124d74a6b277ebeb905c9cfefa88ec5,2a5b015da156666e3697c9c38f3ab9081305849c407e1e8d9e536e8efeb58d56,e2b1290bd8a13e98652a1ded681a279a3f9e4c0ed44345491f6a33871d920533,DONOR_UNSEEN_ONLY,94dd025473168d1c1679482531664997b95bd909527eebfa636678cfce64cd67,EVALUATION_80PCT,6,True,False
624,R04,24,ENSG00000167554,ZNF610,2,ZNF610-1+ZNF610-2,True,ZNF610,True,True,ZNF610,True,True,d9135153b59eb967f5a58c1d55eb0e2f3f03f5aac41fc125f1b0369230ba378c,8e6c17aa24fea7580bb123452c3448905908849ec88dbf2cd5d56f5faad9a69b,2a5c3b0536e64bf2ab34b845a7bb970eaa5991806ecb17707ca8b876e5082543,332ba1c8dd484cca7e0c3e28bc6499e0a2a1d7bcad8333e5f1fede55be93e10d,COLUMN_UNSEEN,9aa154face46a076ddad1e9943e50597e050b52bfab0d8bf84a6552eb21f496a,EVALUATION_80PCT,0,True,False
625,R04,25,ENSG00000176973,FAM89B,2,FAM89B-1+FAM89B-2,True,FAM89B,True,True,FAM89B,True,True,ede3e636fd5c632ebfe63bcf9823465e1f1537624bb3aa201ba29cecc912f968,5af57cb08685188e182a63224429054b53aa276a702fccd8396617d32f7005f9,2a9497a3ce43ae57bf2d871aca87e6bbe16d86142f31c00f4ded6a2793082d6a,b74ae230d9d95ef79b95beb56df862cece6c1389426bb9b390d9cbba8bf599cd,DONOR_UNSEEN_ONLY,e6a7c59e173a3e96485adebb3a0407a60b678f2dc5b2e3f78928f90f10b443ad,EVALUATION_80PCT,6,True,False
626,R04,26,ENSG00000171307,ZDHHC16,2,ZDHHC16-1+ZDHHC16-2,True,ZDHHC16,True,True,ZDHHC16,True,True,f8daa38b01ea90bd2c7a1fb80041600575e4f4f5a51fe4ab694542d78db31f52,f4eae26a95fa9437bf2beaf8d97c2769c8c85ad120cb5416186d1de3672dc947,2aaf0b60d6593d27691bb854d3f4ce28e89343c5511f5e06cf8a4c125aabb8eb,1bf6c2ee9ce46671312ba1ca6b3da99dfb05d7a29fb68614b762e66ec953a9d3,COLUMN_UNSEEN,efe6e82d448fec892b1457650527ac29c35d1791c9f10e3e9fd55c88fe3faf53,EVALUATION_80PCT,0,True,False
627,R04,27,ENSG00000145945,FAM50B,2,FAM50B-1+FAM50B-2,True,FAM50B,True,True,FAM50B,True,True,9d2be3ed287ab20b804dfb61b9d6b19ac7155b5699c4d22546fb8e54928b0687,e1c3640e7028a92a7b68a9b99ef518b686e8b2d6a51b59c65718c98301ef6b57,2ab8c5060b27f77ba24b7e9c66145cec4d4ae6c7d9accb47dde7ea5c1c6fd43a,b369349f823c07733eb1464f25f02e9e99fcff3517e1ae0c3f95bce99967cab3,DONOR_UNSEEN_ONLY,159a6b612b8b937adde1f01914a99f3b691e742f5f465c5f783cde74e6c3744c,CALIBRATION_20PCT,6,True,False
628,R04,28,ENSG00000196743,GM2A,2,GM2A-1+GM2A-2,True,GM2A,True,True,GM2A,True,True,d6a903d2a026f5db7b2211ef89029b5e902d9aa12a84d691ed93cc446a52a465,507572e2a37c8747ee7300389dfe8f1d95e48f8100aa8f96d44693ad26a39808,2ac7112c249ae0e616795950f4e6ac2df3385552982e26525e39728086dbf18d,c8d7c7cf372678826763556d7eb83322b23e7264d08dbef20196c3fa11790df1,DONOR_UNSEEN_ONLY,fc42f318de0f07b9d347608db17fd61982e050f795aa2ff3fc22f499175091d0,EVALUATION_80PCT,6,True,False
629,R04,29,ENSG00000228278,ORM2,2,ORM2-1+ORM2-2,True,ORM2,True,True,ORM2,True,True,30635a1fcd35d54dbf76ce4db18ed4af94a971fafce402e2d6c6f4a73db4dd27,1981ff01957ee321202f54fee8cc38f082b3d3d5c2634e0b0934c3f3af06ca90,2ae4bd12393187351ab95a9c66950304e4cf2f5e8af1d2934a75ab2fdd16b505,32d97262fa368664fc19190a7eec7ab50466626618a10980d8f3a3ca71efa7f4,COLUMN_UNSEEN,faad3b35da7ac9209f8b1b56c362bcf16c7c710ad4d41b015218b6cb8c8932a7,EVALUATION_80PCT,0,True,False
630,R04,30,ENSG00000177383,MAGEF1,2,MAGEF1-1+MAGEF1-2,True,MAGEF1,True,True,MAGEF1,True,True,302498e482242d1aebf9cf422aae4ef2811a1f4ba56f3362cc7667cc42ed29d8,772130138909db17ead1053e90fc5d06b42aaa3ce4da4d0777f96ffd4cf2a00f,2ae8243ab8d5a392c2e53f54ce39958da876d80967ad335596b04f27091e29dc,d95d654190280389984d980be10df303f70fe3bf957b0e556159fb98f67da821,DONOR_UNSEEN_ONLY,dfffefddd40eb6b94b7d8021297ccf9b2a4496a572f3f93fe98812de850c21ec,EVALUATION_80PCT,6,True,False
631,R04,31,ENSG00000095383,TBC1D2,2,TBC1D2-1+TBC1D2-2,True,TBC1D2,True,True,TBC1D2,True,True,8a30d18eed2bff75ea72df5a39986ed51f5b486a77eb1c931962f7de62452c06,f6c481de9875e108f43122d1fa40dd7c1290b35bedbc925c478793221bc428fd,2af42bda1247cf7f6b35c57b5e1ffb1a32f4e5113c6900bfb84438054cde3453,ead0d1a304e8d0d73638777cb8ee2a8344423e8c20eb1178fe73844dcf82220f,DONOR_UNSEEN_ONLY,2369fe7d53205030c163555532f9aa4a220ef90fed179b39385d4539e1472c5b,CALIBRATION_20PCT,6,True,False
632,R04,32,ENSG00000112238,PRDM13,2,PRDM13-1+PRDM13-2,True,PRDM13,True,True,PRDM13,True,True,9933f88184ff300fde11eb5899bc26d7700a720e58dd71aa6a4de0ee60e1965e,46400082deceb80d06a1050ff5bb464edf898a9af7dd9f2d4489190ef4e32638,2b37d64fb06b28b16e020a3d984e347199052dbf3293eef600e47fb554e9d087,269accd820a19f208a51f8eeb8512de359d4995418ce96242df177d4cc53538d,COLUMN_UNSEEN,0c91d8768fa1e173287ec115a81c768a6eaad256b2cd524aa95268be0065fe30,CALIBRATION_20PCT,0,True,False
633,R04,33,ENSG00000196199,MPHOSPH8,2,MPHOSPH8-1+MPHOSPH8-2,True,MPHOSPH8,True,True,MPHOSPH8,True,True,9acc1ee176671197edf8a5bc500bc5e5c3c15bb2c4b9bf0e8a970030ebc45667,4e705d1efc79a520c6d1ccbed60ed8234773bfb6ddf04f34554f8974d40b17e1,2b47b97574ea4a20ded3fa9ff1bde1cc38b276922ee2eb3053c343e5d7689eef,6a880fde350e8c2b280e4b750e553a5bdca16e41b0085d5c72a3c794ec9822dc,DONOR_UNSEEN_ONLY,b44c8f97e3821d28fed2a8869f99d5bed12833991cea4a5ef5b74141d096883f,EVALUATION_80PCT,6,True,False
634,R04,34,ENSG00000048028,USP28,2,USP28-1+USP28-2,True,USP28,True,True,USP28,True,True,7397b8f695969867fe0ae248f291684ed1b00a4e218b570ce2b6b76f632a5674,3c41049f1eab8ce70a626991582b1b48e4d40a32d674da3cf841b1b67e4d284e,2b556a53a0268248b540cba024db035685c458daae59ac3d22da2d66e44534c5,15abdf4fb4fc1775a782db18c9e2004645a4f293aba388dc34b3c73444d31444,COLUMN_UNSEEN,62265f3b9c200eca2e95a12cbcb1747ddb3863f6206fe4174883a44ba71ac5b1,EVALUATION_80PCT,0,True,False
635,R04,35,ENSG00000213085,CFAP45,2,CFAP45-1+CFAP45-2,True,CFAP45,True,True,CFAP45,True,True,bd0d40d56ff01dfca81ce9d75bf8cb44bbff65dd4dd6e5e89d5117695cb8264c,b7dae567447dc3899080c584185238036d7433ba0b9c600e49814c1835e0c5c2,2b585f37665a3630f1eebec3222f1a102f0ee953bed166134b0fffa6b472a8f7,885f16f10190a2b272449cf6e50209a83cd1dce8c1afd2d6e30130cfeddb1de0,DONOR_UNSEEN_ONLY,ecb6bc5efd04d116d31b7e323b14df689ceadb060bb67e4af39905b90b15ae6c,EVALUATION_80PCT,6,True,False
636,R04,36,ENSG00000165995,CACNB2,2,CACNB2-1+CACNB2-2,True,CACNB2,True,True,CACNB2,True,True,0e061d7b62bdf5e09113f63a6d5230f1c16bea0a903a78245fbd95fb52c3ee0c,1711ce23096d28f09c2b11f5599f95537ec484a0c5f53d328933a12776ffee9d,2b6b9d54aab0ebc2464767212a962aab686c1dd7b2a3159bd5269bb39992e175,293adcf8e57d99c0c93eb9247de79e6776c8fa0ad93646b833242b8ee65e751d,COLUMN_UNSEEN,b3a8f547161011cf9210e00bba9302c856cf17fcf9572a770191f37101bd0e83,EVALUATION_80PCT,0,True,False
637,R04,37,ENSG00000106086,PLEKHA8,2,PLEKHA8-1+PLEKHA8-2,True,PLEKHA8,True,True,PLEKHA8,True,True,e1429bc4f7fc6620f9c4eca8e421415f216da4816c88a5f061b6250e31107d91,abb1eb706768c3cbbea28d677653ddf26730695f6ee9dba545886daa459d9f2d,2bac7a6065b99f8c20f2302806a465c4a0444e2179a5a33a7f6d3af6222ebba2,ab735e1b650d7b72f98d00995edff5be77290dce0bbdfe5d0dbcc6786bd043b5,DONOR_UNSEEN_ONLY,b6cd8056ffa82abfc8a87bfa878a00f9b7cb73afcbc2861f24aeaf37b30dc05b,EVALUATION_80PCT,6,True,False
638,R04,38,ENSG00000187775,DNAH17,2,DNAH17-1+DNAH17-2,True,DNAH17,True,True,DNAH17,True,True,5cab7b3169a6bfe1384832d29b47e3e28861af3e7eb19b050eea3c360e13926f,58247cc0b265b7a24cc9ab130257c62dc78f33bc764a4bdcd2194140a7befbc7,2bcd7851c1a617f9e67395c4d018d96e090b44e02dba92696fd66d6520cacb4c,ceb0cfd882000546d7565456577bed9675a147f3763b3659d19e53f6fb77ac5d,DONOR_UNSEEN_ONLY,f999dcc8fbed687823fa025484d3c0b5a6b204649dd77c6a8b29f60a5a3d9f8d,EVALUATION_80PCT,6,True,False
639,R04,39,ENSG00000143093,STRIP1,2,STRIP1-1+STRIP1-2,True,STRIP1,True,True,STRIP1,True,True,caf22a64ca30cde97eebd5ba16978eee29defa463fb67ee465b17ae80277acaa,36fd83cc8d92547ad39419f37e1bb436dfb0e4eec28d7c34f183dac3847ca935,2bd58fdf7c59df3aa4e86c8c01bc63842406dba97a341ba8690d0717141e8ab6,217671e3da9e27d69658274b37518e5de46bf18ca70601f73c0e7e8c24cbe087,COLUMN_UNSEEN,8bb913eff32b30a3a954c7438a59f7381966bcd5fc5b65a941b8a8cb63d69bd1,EVALUATION_80PCT,0,True,False
640,R04,40,ENSG00000197818,SLC9A8,2,SLC9A8-1+SLC9A8-2,True,SLC9A8,True,True,SLC9A8,True,True,d6ce468a0727744e3a1c1e16ba7f1aef9bcc1ac245d625f7ec269ea3b9138451,bda9759edf5340e6c421ac5c910a18ae6dbccf68f9d343d7e4b7dba7ba610c2d,2be02c0cbb107b5540aab721407d764ad75cef709140927fddd94abbcd84062c,8cde18a5e2276cb5ee4f48b641279ffce741e2b70d831501157523caec2e3267,DONOR_UNSEEN_ONLY,b2aa17ebdd53643f890e031f082889b4aee59333c3e50c50df63ee488ec22d3e,EVALUATION_80PCT,6,True,False
641,R04,41,ENSG00000158055,GRHL3,2,GRHL3-1+GRHL3-2,True,GRHL3,True,True,GRHL3,True,True,2c4f6973d00579344871dcd70531e6a398bd246671866093be59a98e4eb80d1e,3f429344618ae30f7fffdf3d36089185378ef0b92f086ce057c9b63f0bebe08f,2beeefcfdf486037f1866c7a0d39475093bf9aecc715e5ea00e6946cec235129,7b73bc18e86c741fbbf09af0ea156eec3e6d38829531b604c2475bf3740dd6ba,DONOR_UNSEEN_ONLY,b9e84f67bc88f82b4c9582b4af14da03043bc538167afe2367f2ca27d3d68833,EVALUATION_80PCT,6,True,False
642,R04,42,ENSG00000072858,SIDT1,2,SIDT1-1+SIDT1-2,True,SIDT1,True,True,SIDT1,True,True,60591cd068908649aef28bbe6c3dcdb8e4144c4fa830e3603563367d0bf71de0,2c71b04fa2862b0f040ec8d9eaef8f71d0d3d36cd4a9de2c3495de9fa0d0b5ee,2c169e159b526646cc9b2b73bafb1598bbc80d9d3ad524869cf3d409e3e599fb,f13b489d95f9fc33788d8aaacae970f1c73b8f1560402925746623e713303529,DONOR_UNSEEN_ONLY,e297c9646bf13040f5bea49529ae94f27331c63ced74c45240bd5e81669c31ba,EVALUATION_80PCT,6,True,False
643,R04,43,ENSG00000163814,CDCP1,2,CDCP1-1+CDCP1-2,True,CDCP1,True,True,CDCP1,True,True,974ea3db50d69c162502c05f98b35e65f8bb87286fa3de06b7687b691199058f,8eed1bc0a0b6077f7f3191505d79340e44b155893e03b1e899dbdf76b8fbe90d,2c1ec23707b9c07939ffaf7c37dbe48791b0057c23ee7e76fc78922ceb41f13c,bc37f616405f68de6164c494408d8028d48db6e88740d61adffd30436a7d7cac,DONOR_UNSEEN_ONLY,02e2eba263a651de8ad9bf51cc6ae4a776b177019e53822dbf02c9f78c30ce93,CALIBRATION_20PCT,6,True,False
