e174_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e174_selection_sha256,e174_column_unseen_sha256,target_stratum,e174_calibration_sha256,heldout_donor_partition,perturbation_support_contexts_pretruth,excluded_all_e168_e170_e172_targets,selection_used_expression_effect_error_or_e173_outcome
411,R03,11,ENSG00000198721,ECI2,2,ECI2-1+ECI2-2,True,ECI2,True,True,ECI2,True,True,b65128547dc4af09e36dcd08d3b905003f88f0826640117d9f0924ec9f2b8894,c080692193c7342535c025645a9e377a1cf95c4e3b78b509b48e1052956b873f,1c4116c8f1fa27fb500f5d69ed3ca09f83df6e405031c785ac00806968c4d6ed,67d595c3eef5b5605acb260b608005e673f749bafa2c15adc80da26827945ac7,DONOR_UNSEEN_ONLY,0e11750981efad9634c764ebaa08d4faafd6b679f6d07e5b1a00ba8962ce44a7,CALIBRATION_20PCT,6,True,False
412,R03,12,ENSG00000147251,DOCK11,2,DOCK11-1+DOCK11-2,True,DOCK11,True,True,DOCK11,True,True,c452ed1f915532806db17b437239cf476a935345d1f6973dcd03815e6773c9c9,e9b76f15edc68d2a8075e6833d017f25081c16d759cc0c6f9ea103a6858b9bb0,1c72395312520810798586082f956deda700c8defc3613c0e4e0f1202c16b5e2,015515a0247681a6b450765299bcbdb3ea83205ce2eb58f6b0619493d358f8d5,COLUMN_UNSEEN,ed2d25639c18d3db22c750864e86b618c1ec11cd546998500183b0ac8df69135,EVALUATION_80PCT,0,True,False
413,R03,13,ENSG00000108256,NUFIP2,2,NUFIP2-1+NUFIP2-2,True,NUFIP2,True,True,NUFIP2,True,True,756f76c5f7b66506e30e7917673457ca4b11e2a3706c5880314c39577776f7c8,1d8aa5c26c28058b4fdc766d2a8a0d8865eed01d18dbfa7fe4fab9dcdbb9efae,1c72de5b19fbabda384b00a8580fbbcb23d8b6bb8f2bc3c66142c7495547f490,9b9caff5582243b057782673a3ff2c657948275e94f9b4943406914093664e0e,DONOR_UNSEEN_ONLY,a19e4cfe362c90b64a70857f822b5f7b5afefe6863625ac100bb2811343c51c8,EVALUATION_80PCT,6,True,False
414,R03,14,ENSG00000096433,ITPR3,2,ITPR3-1+ITPR3-2,True,ITPR3,True,True,ITPR3,True,True,650ddc7264bde48d719877c2852d9d4d5891b477534da06c285d421785d43909,32ac67509312cf88bc5fb1a76b921339465d3b2f219c8198a2179efe31fac005,1c75ea4aabf99ed8fc59a4976a65c1b65fe5cb0d33ea4f4d076d0899902ec259,d13255c2ff9b3bc5982da554c486fea525b7632248bedb25ea0fa9785703319b,DONOR_UNSEEN_ONLY,b350478d5b7482dd1d3ef81e45198242f46122a5193ee84f44f8d5def4420218,EVALUATION_80PCT,6,True,False
415,R03,15,ENSG00000102054,RBBP7,2,RBBP7-1+RBBP7-2,True,RBBP7,True,True,RBBP7,True,True,23651b5f8b7eb6dd2f90c8b6eb1f8e34c95f709e7d10fd7fbca9306055a3c860,c8155ff33959f89b08d4e15a3e5b5709001dac7274c189542d7f495a6678b871,1c9463f3d0ad885643e9c28e144fe5de1342a260d00e9c9698883788ac9f6467,624a20671565c30435fcf3ff37ad4f362ada39b243d14aa6b8d65d8986891284,DONOR_UNSEEN_ONLY,8f355995073a06cd44f5f2b867207c2799b0b652cffe054df11b1f174c968ef8,EVALUATION_80PCT,6,True,False
416,R03,16,ENSG00000125611,CHCHD5,2,CHCHD5-1+CHCHD5-2,True,CHCHD5,True,True,CHCHD5,True,True,f54736a22d0ad4960e01f3c7cd2dff60ed4d32a5de8d862ac4a2caf348682639,7c273dc7c5caa34c5ac791f7a362e448d9f31f3d9862cec8620a52af83f76510,1c96691e79cc1bc5f80b582dd7fdac369955f488cae6fef7a649238047937798,a6dd6392c3c62360cce919522abeb85266f175f7add2ee10b13b6ef7dfb839cb,DONOR_UNSEEN_ONLY,022e4422e74564dc18c9b24481f6fecbda5176079b150f9524ad874a37dde96e,CALIBRATION_20PCT,6,True,False
417,R03,17,ENSG00000069849,ATP1B3,2,ATP1B3-1+ATP1B3-2,True,ATP1B3,True,True,ATP1B3,True,True,51a08a349a7cad0976257e2f1eaf18e3c61b3196ec57a869dd281ea54b61b1b4,4f62ef510440d2e60f576fd0182ea518cd4201d4cfb095d2f826e6ce2f0fc2d2,1c9bb8fb23557e112993c032822288816b4110f05974b537ddf8001cc3be590e,205f271b510ef07c8c56a761da4526cd7db364d5bf50cdae72584b9ac49302d2,COLUMN_UNSEEN,3ee5983e551bf0e35978db98dc4bde217416f832e639d66997aeee6b3e5ffe88,EVALUATION_80PCT,0,True,False
418,R03,18,ENSG00000104613,INTS10,2,INTS10-1+INTS10-2,True,INTS10,True,True,INTS10,True,True,8640d2aaa6192a15cfd7f28ca58f2e3a94c4cb8493e24163f0d218991bc52b2a,a02ddd147491194f350aeb881234f34d55243fae69f5570e6fa49c789d2e8f71,1cc48112d053417a61465b1c33eae23901f0f2ee459b4c82c04faad81f3e48b7,fc5fa5f35148c00949c835a9040bf82d264770d1c96eb32a1d6de05f2f7f8b4c,DONOR_UNSEEN_ONLY,a8916f338dc446f2729f40ba5bf8f82dede7f10e5ee8f593fa59c40a5edde87f,EVALUATION_80PCT,6,True,False
419,R03,19,ENSG00000141447,OSBPL1A,2,OSBPL1A-1+OSBPL1A-2,True,OSBPL1A,True,True,OSBPL1A,True,True,b4dd36b74bcd272749be129b1d0a66e30ed6f02dcf4b132d1e07543e74134c63,91857592f5258fd3bd53cf6b23d0b96c4d1f1fc2a5eac1e0f9d3fae4fe02ae92,1cd2ee0eaae2d715c5a95465ec1a0657446c9a6741b02b744b3e227d4468c82c,46130ca0165b08857b8c9c0dd887ca196adee38f9353bbf580bd1f66e453bd8a,DONOR_UNSEEN_ONLY,ae5505426679a2b793eee03d4fc01121edec25e843814e9e514566d9ffcfd90a,EVALUATION_80PCT,6,True,False
420,R03,20,ENSG00000041515,MYO16,2,MYO16-1+MYO16-2,True,MYO16,True,True,MYO16,True,True,65c3e5f4f63193324f9a0ebfd0e9575155e226e2cf571f6e3702b81bdab58100,e26a9c63c14a79cd4c09050c58665ffb6efe751b293f8c82220788107a167d4e,1ceb278995c3a0febfe6a590368f6d28cc2ae11f73b0456aed2314ff14460c4e,6a3a26f474fc944f154e837f6c045e91c0e1d7469d66f406dbe73ff447c4aa05,DONOR_UNSEEN_ONLY,95139dac9c9707a8c09d9191ea63bae6e7ee90b2631fc8ec1135546c72f212ac,EVALUATION_80PCT,6,True,False
421,R03,21,ENSG00000176273,SLC35G1,2,SLC35G1-1+SLC35G1-2,True,SLC35G1,True,True,SLC35G1,True,True,6bf013e695dc55b71cddbe02c45bd2242daf8217036379958ef43bedc9f0a9c8,30a93c447d85fba42f91b48edb5beb23be2276cd403bbdc54515822952ff0e8f,1cfe7db95923fc90caa2eb8ac860285d569ff47901f5a9c00f8d808bd8fe67d4,162be9ce6be61ee95b86902052ea80886524a5f41fc8e07dec0bddae19402e3e,COLUMN_UNSEEN,c3642f065168b872d0a831908d77ff72fa1c84867b24e7d256870c6853a68314,EVALUATION_80PCT,0,True,False
422,R03,22,ENSG00000148399,DPH7,2,DPH7-1+DPH7-2,True,DPH7,True,True,DPH7,True,True,276bedbf2c2681cd416f1b29e9a268819301ef2bb1c55eeee08b7a3665ff22df,e5ba67f843d698f7d7965c3b80b8f6344abc7287a34250d6c8ab6de07561c0c0,1d03446012297463f21ddd72eaf96bc3baa10914370a55edf93537de1e9529b0,0a964ea799d0eef056cebe777147faf726f3f14c8b81d654190b165c2ee4faa7,COLUMN_UNSEEN,7ccbb7ec8c417811bea59a9c49e0dbc7a7eb1652cde6cfc318ba93917935b359,EVALUATION_80PCT,0,True,False
423,R03,23,ENSG00000161021,MAML1,2,MAML1-1+MAML1-2,True,MAML1,True,True,MAML1,True,True,1437d6e83d4f594a91c78ac5e2316425f5bd7ab0cb3e510388e6076e43b60f09,e209afd52cd29e5fe9b926b1be9f82c42bd8b0150de9d63bb889fd8484073060,1d1ed82eac7c6b0fdb927d3776798e42fa22ddc14d620d8477746833c64c73bb,74e73d503b0944e3f9348d58399341d3b0b10e0f47053c673e55d68970b8c261,DONOR_UNSEEN_ONLY,7e38f5c21ef24e6f36794add61aaafbd92f57b1938e6808964f49ca6d5edb754,EVALUATION_80PCT,6,True,False
424,R03,24,ENSG00000165066,NKX6-3,2,NKX6-3-1+NKX6-3-2,True,NKX6-3,True,True,NKX6-3,True,True,a0d750332f2c9dc0482cfee248d67978d4062477ec7a2197792f26d7aa352b5f,15844ca6f71da2b9f888e2081c50562709bc2ddd27860a179bf6c4eb57e88a10,1d2b65f3e82fbbbd1ab647824506e9b83605849cc240bca631ffdca36ba0dc44,439e5f6a04bb8a235a7f20cbab148f156b51672651738488c6c970751a2b9491,DONOR_UNSEEN_ONLY,a893047b9f580582041fe3093ab7799f711ac67173ab4aaf4daeb2ab58b21402,EVALUATION_80PCT,6,True,False
425,R03,25,ENSG00000117525,F3,2,F3-1+F3-2,True,F3,True,True,F3,True,True,a8732877ba1c11ee7816114b548748f5e8c46dedbe18b12e1b4b3dd74daef8b1,1bd230e3ef40617c0baafddceff907cf0f1edb3634fd1cff38708b4e0f8348c6,1d2f80576edb94e87e74d4294fbd950fb1dc07fcce7478cc86a2e68b731e0abe,80a7c8d1d10b0733c65287d86e90149467a9aba404e7052004246734ef2a2955,DONOR_UNSEEN_ONLY,fabd24d40394381b8aaf7423a46d9c8dd8a5809305a79c5f08a06c587b729704,EVALUATION_80PCT,6,True,False
426,R03,26,ENSG00000143669,LYST,2,LYST-1+LYST-2,True,LYST,True,True,LYST,True,True,4e76e3fcca8a789698fbd57b8581328e182ba1b22bc8d79e243960d3da6dee15,64179f1f80a1cbedc29deb53db99812166640193bb851423ac4fbea3668be4a8,1d43ab3cdd665f38725b8d3780100ca6ecc8d82e2abf567e76abf8dc6cd5fd83,98ec022e7422a2b2e4ff46a2fc928846f1b19cc58efbbad5bd3ceb8aa93b5228,DONOR_UNSEEN_ONLY,0a50961c6353d409508769cd03fc97c657d91bcc4967b211c8974302450c62cb,CALIBRATION_20PCT,6,True,False
427,R03,27,ENSG00000163154,TNFAIP8L2,2,TNFAIP8L2-1+TNFAIP8L2-2,True,TNFAIP8L2,True,True,TNFAIP8L2,True,True,37175a65b43d8b7c6fcf8b619b191e784f7853516bc983fd35b3205bbabb3074,56bba9fbc9c8f9262bfc4a2ca0a53cb6d008355c6ba598045004449f73787e86,1d67f47def3903904a4a78f150cee59942bf6871b8caa7691bfe826cc24045d8,7a195b9530f9a3531ae89080a51afb7201abcde6260f71e1ae11e2022f1ba6a8,DONOR_UNSEEN_ONLY,51fcdf7c2c6606971bab6a1fac2bd34bf87bea322f9409bd655cbb3fa51da596,EVALUATION_80PCT,6,True,False
428,R03,28,ENSG00000127948,POR,2,POR-1+POR-2,True,POR,True,True,POR,True,True,88d4350955019cadced7ae0658d85cff27e8a0fa3743dbf8ce3fb508faa2a7e3,ab9b7cd1b12e956c958add63d93c20b42240b63ae73bd289328e73dcde9a49ff,1d685b3cb475acdfc4d9ff3b0a66d7fd24ce53cbfd13bd239858fa1c2dcf400c,6bee3979414747c0b7b3f038e9c46fd8d68c6f8018c58cc76c9f6d9de09bf9f9,DONOR_UNSEEN_ONLY,1c4ea41d91b748496f71b8f31853ef304602e8c9af4f09b0321048d469b422c6,CALIBRATION_20PCT,6,True,False
429,R03,29,ENSG00000177548,RABEP2,2,RABEP2-1+RABEP2-2,True,RABEP2,True,True,RABEP2,True,True,cd3f1276c78d86fddbf61f405c410765919b478badd7eee7536c65fa23fbeff6,2be2b0209433ad0c2eeeac7e0cb0f634727a82d09d9e0aea90ccbfa25ec8928e,1d76c1cc3d65a3a66ed936e1b352630b60ca5a147ccf93936ccf5cce5afe2613,a7ffed3b38b89f53b2fe6346e44826142e1b47a706ff0b146f2b69a411c28748,DONOR_UNSEEN_ONLY,83a7a77b2a2bd6690f818b7b770337537d337b348a94f57a291087228e93f3e4,EVALUATION_80PCT,6,True,False
430,R03,30,ENSG00000137133,HINT2,2,HINT2-1+HINT2-2,True,HINT2,True,True,HINT2,True,True,4c211215c0e5e9f890b05e622fb93c439bb87220317ebecff8aee12dda0eff3d,d93f5983ea1fc3517e4ee2a783ec4f5d783cea32c9f9923bd3e7ca195af7c02f,1d8b88665d22895ca0b88ab42dd1779d27c085a40ccebe958e66e714af465953,93649920f3172e3ca1b258e67d4951d178ba8ef4c7fc645f784fe934082084a3,DONOR_UNSEEN_ONLY,c922313c6938db4e0b6118ebda1686d508a6cb283cf7c7b6163d8a8d24ad15e3,EVALUATION_80PCT,6,True,False
431,R03,31,ENSG00000119771,KLHL29,2,KLHL29-1+KLHL29-2,True,KLHL29,True,True,KLHL29,True,True,a2e143095c1e1f546c245fd3f63f3c04cbd7a21af40e83b88c7272a69b46906b,c6d0f97ed4659bb161aaf89ed24643f8edd9713f4f7f405ea3e292c490685eeb,1dbf6ebce144fa9e385cdf875f39457560274dce26d73a41198028e34dad2507,9443b7783a2d63aa7aee1a40cad9232f1d143a004816cbd1a329bb8731d1a7bd,DONOR_UNSEEN_ONLY,0dfb170a0ea6851710c06001738001b1d031cdb3190cc304fb55787a7db5cefd,CALIBRATION_20PCT,6,True,False
432,R03,32,ENSG00000139629,GALNT6,2,GALNT6-1+GALNT6-2,True,GALNT6,True,True,GALNT6,True,True,4dbb14c5ab4e2f72eb76664df1bb06be03dd78dda35d4abcd2394704abe5c783,8f7d797916936629356e3a9331084dcde08509ea4a86e19a9c19ad9c5cdebecb,1dc791242d6f9f2ebd623cd3f110d998b6b86903da2c4dab00fb653043a47d1c,23bfa054ad97fd7270ded54749e0ac3bb436fbd51693fefea7df7847b3899f6c,COLUMN_UNSEEN,df6afec8346d7674998210279b93af258f29abde68a4925bd3153879c58edd4c,EVALUATION_80PCT,0,True,False
433,R03,33,ENSG00000163606,CD200R1,2,CD200R1-1+CD200R1-2,True,CD200R1,True,True,CD200R1,True,True,1b439768a05ea28a007d4c2a8ab8652782850bdb1186539b3854c0a4afb00a07,ba8642ffedef8dc9e55618172279b1e54a80dc6de00b02d136656c61116deba4,1dd13471af85898cb4daec30fcb658ff75e949cc785e53243a4889aebc1c403f,47f5c0ac5dfc7052a8c8f17611e60887dfdec923b521a31d0c1b0576fda2a088,DONOR_UNSEEN_ONLY,1a830620acf1443706bd15bc26aeb35d106bb534119edf3ec3dafd9275638eb2,CALIBRATION_20PCT,6,True,False
434,R03,34,ENSG00000155158,TTC39B,2,TTC39B-1+TTC39B-2,True,TTC39B,True,True,TTC39B,True,True,e1e0a0f1c76fd40b40a2576687b60d515bedeac87bf31f7868abe9fd40b316c6,cad366c3dfcc15fa47ef6c9196ef7a23c7aa481c857c700fe20f906a9914555a,1de7fb8611eae88c2d286ca485184a7541ebcffcc36f6f45e25688f674339a12,a72ad6adfe836553e55372feba332ec99452588cc4d3e41a4bbcb0d2303a9e65,DONOR_UNSEEN_ONLY,71e4bd997c2cf1e86761b1d55671b72159594aeeb8c8c34022ffad80fa50ab9e,EVALUATION_80PCT,6,True,False
435,R03,35,ENSG00000171522,PTGER4,2,PTGER4-1+PTGER4-2,True,PTGER4,True,True,PTGER4,True,True,9ce28c27bc35a9880d45949452d8f121c3b3e63269445a72b7b0d38c6eda916d,0038a3c123f01ca623f5babac95cf11550394622c2f5cfaa0e43b17451dd3e35,1deaa25dec23de624f04d6ea3f10c7ca58c2360c4b77dc8a51a4cf686cf7377e,9d7c0bd899062a3d0d99cbcc9cf597be3be7b4bd791745a5a3c522ba0eaee528,DONOR_UNSEEN_ONLY,8f12a6f7c685e10e889c167a10c07da7ffc098ead4c13364cdb09842b0c0c403,EVALUATION_80PCT,6,True,False
436,R03,36,ENSG00000133106,EPSTI1,2,EPSTI1-1+EPSTI1-2,True,EPSTI1,True,True,EPSTI1,True,True,889d253f5c993bd7283e185692d22edf1af687b5323d232b9b3db8f962d014bd,fbe780b818d75da6f3ca51044d77073272aff4a5c9e872975d62404e0aad1a58,1df1c9a8fae79e5b4cfc815097729332bc0702cc10a894b5eac6a34509ecf169,b99a2459cc4accf75e809b60ea0a7e2c4791b9974620c6af80bb5498eceecaf5,DONOR_UNSEEN_ONLY,8bfdf723abada99b546ec0e8180f82c15349f0ffbc71b61f7786613feaa9a758,EVALUATION_80PCT,6,True,False
437,R03,37,ENSG00000197937,ZNF347,2,ZNF347-1+ZNF347-2,True,ZNF347,True,True,ZNF347,True,True,6ae608ab2dbc9e5c8235e5d8f18a8350505cd9259b90ad554ede62354b003815,86e01a7660272b3c2427b171de58c9e01f803b0a9f9a7af05f61397814410369,1dfe42374ae2f66697b09d3241d3fe4976bd76abaa3dcb86bc7e103a5871b882,d4418761b81b959e9e4cdcfe7ab5ccbd5e9a2935e194ecc8baab7618041ae528,DONOR_UNSEEN_ONLY,1d685eeda8a6db0aee0701c784a4a6c1ad0fea0ea724fb96f88247dd0ddd8dbc,CALIBRATION_20PCT,6,True,False
438,R03,38,ENSG00000111860,CEP85L,2,CEP85L-1+CEP85L-2,True,CEP85L,True,True,CEP85L,True,True,48725acc912b76bb8581bd45a59452f7ef649454f8d683589217f9c215a5df65,76d03bf0787a24823b9c4e02702ed3c4311e0e59437551486b97fc02aa04ca17,1e14c9db0c8e178bb388fec7d4d935e4a55de56bd55c7f224c30e50b102ed3ee,9d5b324356d7247d8a4b1b10fe0bfadc12a07644d21d6b14be407e04c17ce05f,DONOR_UNSEEN_ONLY,3e8a2c642d131183564db515a5ebf3377f2d747f8d5aa9ecc2c63846f59f975c,EVALUATION_80PCT,6,True,False
439,R03,39,ENSG00000109390,NDUFC1,2,NDUFC1-1+NDUFC1-2,True,NDUFC1,True,True,NDUFC1,True,True,7f529bcb8a7c5306cd92df67daa214e9d0c1f6d10c30a650b45d8108031d54f1,12f60e0a489ac7ad3d6b2f02edcff30675ef1744eed6079f53825bf217aa871c,1e1cd1d679d2c7dfbcf87158e668c622740bb16b3fdd7e0cdf3c33fcb63973b8,d0238ee91256424660fe7c2a4e14f70d557cf1f0a5159a6008deb3e8b2660b47,DONOR_UNSEEN_ONLY,accb69acff4c247e7ca1412096b0b68be32b52afc9d392effdbae7d23bc7e3a1,EVALUATION_80PCT,6,True,False
440,R03,40,ENSG00000174483,BBS1,2,BBS1-1+BBS1-2,True,BBS1,True,True,BBS1,True,True,70110e8113cd5044be08541911bc8b374805f1b8fb0abb03890904a49b4edc84,6171e50ea1faffd733f0baa754487c6249e30b26a1544f9d776354d8ae34317e,1e20c82c043a2d6d36b62373738a65e4690fd2931c31067f7fcf4be75659d75e,dc788600f970f4075878f13c27b7787e92633b518c31b4ccb568d97665d5cfb6,DONOR_UNSEEN_ONLY,0e62a8ad5a77d0d0fdc13ab7efdabb0e5f5b501c3c448d940cd58e0c7592750d,CALIBRATION_20PCT,6,True,False
441,R03,41,ENSG00000223609,HBD,2,HBD-1+HBD-2,True,HBD,True,True,HBD,True,True,e9b9331590ae5e15e89ea249531ba33d26714b7b3a27c15ec9ee26f7272901f7,5c219efc115e50e459ea72e1f75cde2b3f8645a21f9c342c23aafd2d25af84b3,1e21c50a667ac46cdc60e0abfba73e9ee500a0d0a2e23bd02efc4d303c2da8f6,bfe09a6e183f83b72db9965ec4efb2867e6d2f5029dca656a195fe015698771a,DONOR_UNSEEN_ONLY,89f8eebacb12bcfe3d06412fc2d2900d75a961a1e4cee23ca0de0a541f557d3b,EVALUATION_80PCT,6,True,False
442,R03,42,ENSG00000145675,PIK3R1,2,PIK3R1-1+PIK3R1-2,True,PIK3R1,True,True,PIK3R1,True,True,157300fa5bb6bd41fff19038aaef64b189567fdc22752266c52ff270ed30460e,69c3143b37e95c977baa6fa3f785d12acce70eccafeb6ab6ab02c7020e43e833,1e31b71e724e9f7844111989346efdcb8c1d7e4c18bb564ea363176eac14dd94,6bbb8642562b926ced9d74dafbfa105482d4e483f1df4c8ad23e33bdb5451cfb,DONOR_UNSEEN_ONLY,7ad53e4886d85fab60544cad3e1dc87078e2874599351fee00a73afd0fa352a6,EVALUATION_80PCT,6,True,False
443,R03,43,ENSG00000097021,ACOT7,2,ACOT7-1+ACOT7-2,True,ACOT7,True,True,ACOT7,True,True,0f85cfed8c2713a0d6883ecf77e8657cf2fc937cffbe6a6d1676c3fc99e95491,b96c9994e9a5f317e6e1227be66eaaf87eebb416b383c2b6d24c09c06497d83b,1e3775977b9f7e11799a10c49865c8d086318516771dcac6d251828e1fb23ee0,51faf9a30403c166eb8d12bbb4ccd0137e6ed38b1214bc90910c409330e5fcf3,DONOR_UNSEEN_ONLY,97d284946f8e3bdce7842b1aebbb954b76dfd5e72b221566b1809ab1ac2a3a60,EVALUATION_80PCT,6,True,False
